gauntlet: agent@engine vs agent@checkpoints/item5 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   133s      mean=0.500 LLR=+0.00 [CONTINUE]
 210 games  +60 =91 -59   +2 Elo +/- 35   3fold=71 (34%)   2345s      mean=0.502 LLR=-0.06 [CONTINUE]
 211 games  +60 =91 -60   -0 Elo +/- 35   3fold=71 (34%)   2351s      mean=0.500 LLR=-0.10 [CONTINUE]
 212 games  +60 =92 -60   -0 Elo +/- 35   3fold=72 (34%)   2366s      mean=0.500 LLR=-0.10 [CONTINUE]
 213 games  +61 =92 -60   +2 Elo +/- 35   3fold=72 (34%)   2374s      mean=0.502 LLR=-0.06 [CONTINUE]
 214 games  +61 =93 -60   +2 Elo +/- 35   3fold=73 (34%)   2385s      mean=0.502 LLR=-0.06 [CONTINUE]
 215 games  +62 =93 -60   +3 Elo +/- 35   3fold=73 (34%)   2398s      mean=0.505 LLR=-0.02 [CONTINUE]
 216 games  +62 =93 -61   +2 Elo +/- 35   3fold=73 (34%)   2405s      mean=0.502 LLR=-0.06 [CONTINUE]
 217 games  +62 =93 -62   -0 Elo +/- 35   3fold=73 (34%)   2426s      mean=0.500 LLR=-0.10 [CONTINUE]
 218 games  +62 =94 -62   -0 Elo +/- 35   3fold=73 (33%)   2431s      mean=0.500 LLR=-0.10 [CONTINUE]
 219 games  +62 =95 -62   -0 Elo +/- 35   3fold=74 (34%)   2446s      mean=0.500 LLR=-0.10 [CONTINUE]
 220 games  +63 =95 -62   +2 Elo +/- 35   3fold=74 (34%)   2457s      mean=0.502 LLR=-0.06 [CONTINUE]
 221 games  +63 =96 -62   +2 Elo +/- 35   3fold=75 (34%)   2464s      mean=0.502 LLR=-0.06 [CONTINUE]
 222 games  +63 =96 -63   -0 Elo +/- 35   3fold=75 (34%)   2481s      mean=0.500 LLR=-0.10 [CONTINUE]
 223 games  +64 =96 -63   +2 Elo +/- 35   3fold=75 (34%)   2492s      mean=0.502 LLR=-0.06 [CONTINUE]
 224 games  +64 =97 -63   +2 Elo +/- 34   3fold=75 (33%)   2497s      mean=0.502 LLR=-0.06 [CONTINUE]
 225 games  +64 =98 -63   +2 Elo +/- 34   3fold=75 (33%)   2518s      mean=0.502 LLR=-0.06 [CONTINUE]
 226 games  +65 =98 -63   +3 Elo +/- 34   3fold=75 (33%)   2521s      mean=0.504 LLR=-0.02 [CONTINUE]
 227 games  +65 =99 -63   +3 Elo +/- 34   3fold=76 (33%)   2524s      mean=0.504 LLR=-0.03 [CONTINUE]
 228 games  +65 =100 -63   +3 Elo +/- 34   3fold=77 (34%)   2549s      mean=0.504 LLR=-0.03 [CONTINUE]
 229 games  +66 =100 -63   +5 Elo +/- 34   3fold=77 (34%)   2552s      mean=0.507 LLR=+0.01 [CONTINUE]
 230 games  +66 =101 -63   +5 Elo +/- 34   3fold=78 (34%)   2555s      mean=0.507 LLR=+0.01 [CONTINUE]
 231 games  +66 =101 -64   +3 Elo +/- 34   3fold=78 (34%)   2580s      mean=0.504 LLR=-0.03 [CONTINUE]
 232 games  +67 =101 -64   +4 Elo +/- 34   3fold=78 (34%)   2581s      mean=0.506 LLR=+0.01 [CONTINUE]
 233 games  +67 =102 -64   +4 Elo +/- 34   3fold=78 (33%)   2595s      mean=0.506 LLR=+0.01 [CONTINUE]
 234 games  +67 =103 -64   +4 Elo +/- 33   3fold=79 (34%)   2611s      mean=0.506 LLR=+0.01 [CONTINUE]
 235 games  +67 =104 -64   +4 Elo +/- 33   3fold=79 (34%)   2612s      mean=0.506 LLR=+0.01 [CONTINUE]
 236 games  +67 =105 -64   +4 Elo +/- 33   3fold=80 (34%)   2620s      mean=0.506 LLR=+0.01 [CONTINUE]
 237 games  +67 =106 -64   +4 Elo +/- 33   3fold=81 (34%)   2637s      mean=0.506 LLR=+0.01 [CONTINUE]
 238 games  +68 =106 -64   +6 Elo +/- 33   3fold=81 (34%)   2643s      mean=0.508 LLR=+0.05 [CONTINUE]
 239 games  +68 =106 -65   +4 Elo +/- 33   3fold=81 (34%)   2652s      mean=0.506 LLR=+0.01 [CONTINUE]
 240 games  +68 =107 -65   +4 Elo +/- 33   3fold=82 (34%)   2672s      mean=0.506 LLR=+0.01 [CONTINUE]
 241 games  +68 =107 -66   +3 Elo +/- 33   3fold=82 (34%)   2673s      mean=0.504 LLR=-0.03 [CONTINUE]
 242 games  +69 =107 -66   +4 Elo +/- 33   3fold=82 (34%)   2684s      mean=0.506 LLR=+0.01 [CONTINUE]
 243 games  +70 =107 -66   +6 Elo +/- 33   3fold=82 (34%)   2707s      mean=0.508 LLR=+0.05 [CONTINUE]
 244 games  +70 =107 -67   +4 Elo +/- 33   3fold=82 (34%)   2707s      mean=0.506 LLR=+0.01 [CONTINUE]
 245 games  +70 =108 -67   +4 Elo +/- 33   3fold=83 (34%)   2715s      mean=0.506 LLR=+0.01 [CONTINUE]
 246 games  +70 =108 -68   +3 Elo +/- 33   3fold=83 (34%)   2734s      mean=0.504 LLR=-0.03 [CONTINUE]
 247 games  +71 =108 -68   +4 Elo +/- 33   3fold=83 (34%)   2738s      mean=0.506 LLR=+0.01 [CONTINUE]
 248 games  +71 =108 -69   +3 Elo +/- 33   3fold=83 (33%)   2742s      mean=0.504 LLR=-0.03 [CONTINUE]
 249 games  +72 =108 -69   +4 Elo +/- 33   3fold=83 (33%)   2773s      mean=0.506 LLR=+0.01 [CONTINUE]
 250 games  +72 =109 -69   +4 Elo +/- 32   3fold=84 (34%)   2775s      mean=0.506 LLR=+0.00 [CONTINUE]
 251 games  +72 =109 -70   +3 Elo +/- 32   3fold=84 (33%)   2776s      mean=0.504 LLR=-0.04 [CONTINUE]
 252 games  +72 =110 -70   +3 Elo +/- 32   3fold=85 (34%)   2801s      mean=0.504 LLR=-0.04 [CONTINUE]
 253 games  +73 =110 -70   +4 Elo +/- 32   3fold=85 (34%)   2802s      mean=0.506 LLR=+0.00 [CONTINUE]
 254 games  +73 =110 -71   +3 Elo +/- 32   3fold=85 (33%)   2803s      mean=0.504 LLR=-0.04 [CONTINUE]
 255 games  +74 =110 -71   +4 Elo +/- 32   3fold=85 (33%)   2831s      mean=0.506 LLR=+0.00 [CONTINUE]
 256 games  +74 =110 -72   +3 Elo +/- 32   3fold=85 (33%)   2834s      mean=0.504 LLR=-0.04 [CONTINUE]
 257 games  +74 =111 -72   +3 Elo +/- 32   3fold=86 (33%)   2836s      mean=0.504 LLR=-0.04 [CONTINUE]
 258 games  +75 =111 -72   +4 Elo +/- 32   3fold=86 (33%)   2864s      mean=0.506 LLR=+0.00 [CONTINUE]
 259 games  +75 =111 -73   +3 Elo +/- 32   3fold=86 (33%)   2864s      mean=0.504 LLR=-0.04 [CONTINUE]
 260 games  +76 =111 -73   +4 Elo +/- 32   3fold=86 (33%)   2872s      mean=0.506 LLR=+0.00 [CONTINUE]
 261 games  +76 =112 -73   +4 Elo +/- 32   3fold=87 (33%)   2892s      mean=0.506 LLR=-0.00 [CONTINUE]
 262 games  +76 =112 -74   +3 Elo +/- 32   3fold=87 (33%)   2896s      mean=0.504 LLR=-0.04 [CONTINUE]
 263 games  +76 =113 -74   +3 Elo +/- 32   3fold=88 (33%)   2906s      mean=0.504 LLR=-0.04 [CONTINUE]
 264 games  +76 =113 -75   +1 Elo +/- 32   3fold=88 (33%)   2931s      mean=0.502 LLR=-0.08 [CONTINUE]
 265 games  +76 =114 -75   +1 Elo +/- 32   3fold=88 (33%)   2934s      mean=0.502 LLR=-0.08 [CONTINUE]
 266 games  +77 =114 -75   +3 Elo +/- 32   3fold=88 (33%)   2937s      mean=0.504 LLR=-0.04 [CONTINUE]
 267 games  +77 =115 -75   +3 Elo +/- 32   3fold=89 (33%)   2963s      mean=0.504 LLR=-0.04 [CONTINUE]
 268 games  +77 =115 -76   +1 Elo +/- 32   3fold=89 (33%)   2963s      mean=0.502 LLR=-0.08 [CONTINUE]
 269 games  +77 =116 -76   +1 Elo +/- 31   3fold=89 (33%)   2981s      mean=0.502 LLR=-0.08 [CONTINUE]
 270 games  +78 =116 -76   +3 Elo +/- 31   3fold=89 (33%)   2996s      mean=0.504 LLR=-0.04 [CONTINUE]
 271 games  +78 =117 -76   +3 Elo +/- 31   3fold=90 (33%)   2998s      mean=0.504 LLR=-0.05 [CONTINUE]
 272 games  +78 =118 -76   +3 Elo +/- 31   3fold=90 (33%)   3019s      mean=0.504 LLR=-0.05 [CONTINUE]
 273 games  +78 =118 -77   +1 Elo +/- 31   3fold=90 (33%)   3028s      mean=0.502 LLR=-0.09 [CONTINUE]
 274 games  +79 =118 -77   +3 Elo +/- 31   3fold=90 (33%)   3030s      mean=0.504 LLR=-0.05 [CONTINUE]
 275 games  +79 =119 -77   +3 Elo +/- 31   3fold=91 (33%)   3056s      mean=0.504 LLR=-0.05 [CONTINUE]
 276 games  +79 =120 -77   +3 Elo +/- 31   3fold=92 (33%)   3056s      mean=0.504 LLR=-0.05 [CONTINUE]
 277 games  +80 =120 -77   +4 Elo +/- 31   3fold=92 (33%)   3057s      mean=0.505 LLR=-0.01 [CONTINUE]
 278 games  +80 =121 -77   +4 Elo +/- 31   3fold=93 (33%)   3081s      mean=0.505 LLR=-0.01 [CONTINUE]
 279 games  +81 =121 -77   +5 Elo +/- 31   3fold=93 (33%)   3086s      mean=0.507 LLR=+0.03 [CONTINUE]
 280 games  +81 =122 -77   +5 Elo +/- 31   3fold=93 (33%)   3090s      mean=0.507 LLR=+0.03 [CONTINUE]
 281 games  +82 =122 -77   +6 Elo +/- 31   3fold=93 (33%)   3110s      mean=0.509 LLR=+0.07 [CONTINUE]
 282 games  +83 =122 -77   +7 Elo +/- 31   3fold=93 (33%)   3118s      mean=0.511 LLR=+0.11 [CONTINUE]
 283 games  +84 =122 -77   +9 Elo +/- 31   3fold=93 (33%)   3119s      mean=0.512 LLR=+0.15 [CONTINUE]
 284 games  +84 =122 -78   +7 Elo +/- 31   3fold=93 (33%)   3143s      mean=0.511 LLR=+0.11 [CONTINUE]
 285 games  +84 =123 -78   +7 Elo +/- 30   3fold=94 (33%)   3146s      mean=0.511 LLR=+0.11 [CONTINUE]
 286 games  +84 =124 -78   +7 Elo +/- 30   3fold=94 (33%)   3149s      mean=0.510 LLR=+0.11 [CONTINUE]
 287 games  +84 =124 -79   +6 Elo +/- 30   3fold=94 (33%)   3170s      mean=0.509 LLR=+0.07 [CONTINUE]
 288 games  +84 =125 -79   +6 Elo +/- 30   3fold=95 (33%)   3172s      mean=0.509 LLR=+0.07 [CONTINUE]
 289 games  +84 =126 -79   +6 Elo +/- 30   3fold=96 (33%)   3181s      mean=0.509 LLR=+0.07 [CONTINUE]
 290 games  +85 =126 -79   +7 Elo +/- 30   3fold=96 (33%)   3201s      mean=0.510 LLR=+0.11 [CONTINUE]
 291 games  +85 =126 -80   +6 Elo +/- 30   3fold=96 (33%)   3212s      mean=0.509 LLR=+0.07 [CONTINUE]
 292 games  +86 =126 -80   +7 Elo +/- 30   3fold=96 (33%)   3212s      mean=0.510 LLR=+0.11 [CONTINUE]
 293 games  +86 =127 -80   +7 Elo +/- 30   3fold=97 (33%)   3231s      mean=0.510 LLR=+0.11 [CONTINUE]
 294 games  +86 =128 -80   +7 Elo +/- 30   3fold=97 (33%)   3242s      mean=0.510 LLR=+0.11 [CONTINUE]
 295 games  +86 =129 -80   +7 Elo +/- 30   3fold=98 (33%)   3244s      mean=0.510 LLR=+0.11 [CONTINUE]
 296 games  +86 =129 -81   +6 Elo +/- 30   3fold=98 (33%)   3265s      mean=0.508 LLR=+0.07 [CONTINUE]
 297 games  +86 =130 -81   +6 Elo +/- 30   3fold=99 (33%)   3266s      mean=0.508 LLR=+0.06 [CONTINUE]
 298 games  +86 =130 -82   +5 Elo +/- 30   3fold=99 (33%)   3275s      mean=0.507 LLR=+0.02 [CONTINUE]
 299 games  +87 =130 -82   +6 Elo +/- 30   3fold=99 (33%)   3299s      mean=0.508 LLR=+0.06 [CONTINUE]
 300 games  +88 =130 -82   +7 Elo +/- 30   3fold=99 (33%)   3300s      mean=0.510 LLR=+0.10 [CONTINUE]
 301 games  +89 =130 -82   +8 Elo +/- 30   3fold=99 (33%)   3306s      mean=0.512 LLR=+0.14 [CONTINUE]
 302 games  +89 =131 -82   +8 Elo +/- 30   3fold=100 (33%)   3329s      mean=0.512 LLR=+0.14 [CONTINUE]
 303 games  +89 =131 -83   +7 Elo +/- 30   3fold=100 (33%)   3330s      mean=0.510 LLR=+0.10 [CONTINUE]
 304 games  +89 =131 -84   +6 Elo +/- 30   3fold=100 (33%)   3340s      mean=0.508 LLR=+0.06 [CONTINUE]
 305 games  +90 =131 -84   +7 Elo +/- 30   3fold=100 (33%)   3359s      mean=0.510 LLR=+0.10 [CONTINUE]
 306 games  +90 =131 -85   +6 Elo +/- 30   3fold=100 (33%)   3361s      mean=0.508 LLR=+0.06 [CONTINUE]
 307 games  +91 =131 -85   +7 Elo +/- 29   3fold=100 (33%)   3379s      mean=0.510 LLR=+0.10 [CONTINUE]
 308 games  +91 =132 -85   +7 Elo +/- 29   3fold=101 (33%)   3389s      mean=0.510 LLR=+0.10 [CONTINUE]
 309 games  +91 =133 -85   +7 Elo +/- 29   3fold=101 (33%)   3393s      mean=0.510 LLR=+0.10 [CONTINUE]
 310 games  +91 =133 -86   +6 Elo +/- 29   3fold=101 (33%)   3408s      mean=0.508 LLR=+0.06 [CONTINUE]
 311 games  +91 =133 -87   +4 Elo +/- 29   3fold=101 (32%)   3416s      mean=0.506 LLR=+0.02 [CONTINUE]
 312 games  +91 =134 -87   +4 Elo +/- 29   3fold=102 (33%)   3434s      mean=0.506 LLR=+0.02 [CONTINUE]
 313 games  +92 =134 -87   +6 Elo +/- 29   3fold=102 (33%)   3439s      mean=0.508 LLR=+0.06 [CONTINUE]
 314 games  +92 =134 -88   +4 Elo +/- 29   3fold=102 (32%)   3444s      mean=0.506 LLR=+0.02 [CONTINUE]
 315 games  +92 =135 -88   +4 Elo +/- 29   3fold=103 (33%)   3459s      mean=0.506 LLR=+0.02 [CONTINUE]
 316 games  +92 =136 -88   +4 Elo +/- 29   3fold=104 (33%)   3464s      mean=0.506 LLR=+0.01 [CONTINUE]
 317 games  +92 =137 -88   +4 Elo +/- 29   3fold=105 (33%)   3472s      mean=0.506 LLR=+0.01 [CONTINUE]
 318 games  +92 =138 -88   +4 Elo +/- 29   3fold=106 (33%)   3495s      mean=0.506 LLR=+0.01 [CONTINUE]
 319 games  +92 =138 -89   +3 Elo +/- 29   3fold=106 (33%)   3500s      mean=0.505 LLR=-0.03 [CONTINUE]
 320 games  +93 =138 -89   +4 Elo +/- 29   3fold=106 (33%)   3500s      mean=0.506 LLR=+0.01 [CONTINUE]
 321 games  +93 =138 -90   +3 Elo +/- 29   3fold=106 (33%)   3526s      mean=0.505 LLR=-0.03 [CONTINUE]
 322 games  +93 =139 -90   +3 Elo +/- 29   3fold=107 (33%)   3537s      mean=0.505 LLR=-0.03 [CONTINUE]
 323 games  +93 =140 -90   +3 Elo +/- 29   3fold=108 (33%)   3541s      mean=0.505 LLR=-0.03 [CONTINUE]
 324 games  +93 =141 -90   +3 Elo +/- 28   3fold=109 (34%)   3558s      mean=0.505 LLR=-0.03 [CONTINUE]
 325 games  +93 =142 -90   +3 Elo +/- 28   3fold=110 (34%)   3568s      mean=0.505 LLR=-0.03 [CONTINUE]
 326 games  +93 =143 -90   +3 Elo +/- 28   3fold=111 (34%)   3572s      mean=0.505 LLR=-0.03 [CONTINUE]
 327 games  +94 =143 -90   +4 Elo +/- 28   3fold=111 (34%)   3589s      mean=0.506 LLR=+0.01 [CONTINUE]
 328 games  +94 =143 -91   +3 Elo +/- 28   3fold=111 (34%)   3597s      mean=0.505 LLR=-0.03 [CONTINUE]
 329 games  +94 =144 -91   +3 Elo +/- 28   3fold=111 (34%)   3606s      mean=0.505 LLR=-0.03 [CONTINUE]
 330 games  +95 =144 -91   +4 Elo +/- 28   3fold=111 (34%)   3622s      mean=0.506 LLR=+0.01 [CONTINUE]
 331 games  +95 =144 -92   +3 Elo +/- 28   3fold=111 (34%)   3628s      mean=0.505 LLR=-0.03 [CONTINUE]
 332 games  +95 =145 -92   +3 Elo +/- 28   3fold=111 (33%)   3641s      mean=0.505 LLR=-0.03 [CONTINUE]
 333 games  +95 =145 -93   +2 Elo +/- 28   3fold=111 (33%)   3657s      mean=0.503 LLR=-0.07 [CONTINUE]
 334 games  +95 =146 -93   +2 Elo +/- 28   3fold=112 (34%)   3663s      mean=0.503 LLR=-0.08 [CONTINUE]
 335 games  +95 =147 -93   +2 Elo +/- 28   3fold=113 (34%)   3666s      mean=0.503 LLR=-0.08 [CONTINUE]
 336 games  +95 =148 -93   +2 Elo +/- 28   3fold=114 (34%)   3686s      mean=0.503 LLR=-0.08 [CONTINUE]
 337 games  +96 =148 -93   +3 Elo +/- 28   3fold=114 (34%)   3692s      mean=0.504 LLR=-0.04 [CONTINUE]
 338 games  +96 =149 -93   +3 Elo +/- 28   3fold=114 (34%)   3697s      mean=0.504 LLR=-0.04 [CONTINUE]
 339 games  +97 =149 -93   +4 Elo +/- 28   3fold=114 (34%)   3719s      mean=0.506 LLR=+0.00 [CONTINUE]
 340 games  +98 =149 -93   +5 Elo +/- 28   3fold=114 (34%)   3723s      mean=0.507 LLR=+0.04 [CONTINUE]
 341 games  +99 =149 -93   +6 Elo +/- 28   3fold=114 (33%)   3727s      mean=0.509 LLR=+0.08 [CONTINUE]
 342 games  +100 =149 -93   +7 Elo +/- 28   3fold=114 (33%)   3751s      mean=0.510 LLR=+0.13 [CONTINUE]
 343 games  +100 =150 -93   +7 Elo +/- 28   3fold=115 (34%)   3761s      mean=0.510 LLR=+0.12 [CONTINUE]
 344 games  +100 =150 -94   +6 Elo +/- 28   3fold=115 (33%)   3762s      mean=0.509 LLR=+0.08 [CONTINUE]
 345 games  +100 =150 -95   +5 Elo +/- 28   3fold=115 (33%)   3782s      mean=0.507 LLR=+0.04 [CONTINUE]
 346 games  +100 =151 -95   +5 Elo +/- 28   3fold=116 (34%)   3788s      mean=0.507 LLR=+0.04 [CONTINUE]
 347 games  +100 =152 -95   +5 Elo +/- 27   3fold=117 (34%)   3792s      mean=0.507 LLR=+0.04 [CONTINUE]
 348 games  +101 =152 -95   +6 Elo +/- 27   3fold=117 (34%)   3813s      mean=0.509 LLR=+0.08 [CONTINUE]
 349 games  +102 =152 -95   +7 Elo +/- 27   3fold=117 (34%)   3818s      mean=0.510 LLR=+0.12 [CONTINUE]
 350 games  +103 =152 -95   +8 Elo +/- 27   3fold=117 (33%)   3838s      mean=0.511 LLR=+0.16 [CONTINUE]
 351 games  +103 =153 -95   +8 Elo +/- 27   3fold=118 (34%)   3847s      mean=0.511 LLR=+0.16 [CONTINUE]
 352 games  +103 =153 -96   +7 Elo +/- 27   3fold=118 (34%)   3851s      mean=0.510 LLR=+0.12 [CONTINUE]
 353 games  +103 =154 -96   +7 Elo +/- 27   3fold=119 (34%)   3867s      mean=0.510 LLR=+0.12 [CONTINUE]
 354 games  +103 =155 -96   +7 Elo +/- 27   3fold=119 (34%)   3881s      mean=0.510 LLR=+0.12 [CONTINUE]
 355 games  +104 =155 -96   +8 Elo +/- 27   3fold=119 (34%)   3881s      mean=0.511 LLR=+0.16 [CONTINUE]
 356 games  +105 =155 -96   +9 Elo +/- 27   3fold=119 (33%)   3898s      mean=0.513 LLR=+0.20 [CONTINUE]
 357 games  +105 =156 -96   +9 Elo +/- 27   3fold=120 (34%)   3910s      mean=0.513 LLR=+0.20 [CONTINUE]
 358 games  +105 =157 -96   +9 Elo +/- 27   3fold=121 (34%)   3911s      mean=0.513 LLR=+0.20 [CONTINUE]
 359 games  +105 =157 -97   +8 Elo +/- 27   3fold=121 (34%)   3929s      mean=0.511 LLR=+0.16 [CONTINUE]
 360 games  +105 =158 -97   +8 Elo +/- 27   3fold=122 (34%)   3933s      mean=0.511 LLR=+0.16 [CONTINUE]
 361 games  +106 =158 -97   +9 Elo +/- 27   3fold=122 (34%)   3941s      mean=0.512 LLR=+0.20 [CONTINUE]
 362 games  +106 =159 -97   +9 Elo +/- 27   3fold=122 (34%)   3965s      mean=0.512 LLR=+0.20 [CONTINUE]
 363 games  +106 =159 -98   +8 Elo +/- 27   3fold=122 (34%)   3967s      mean=0.511 LLR=+0.16 [CONTINUE]
 364 games  +106 =160 -98   +8 Elo +/- 27   3fold=123 (34%)   3971s      mean=0.511 LLR=+0.16 [CONTINUE]
 365 games  +106 =160 -99   +7 Elo +/- 27   3fold=123 (34%)   3996s      mean=0.510 LLR=+0.11 [CONTINUE]
 366 games  +106 =161 -99   +7 Elo +/- 27   3fold=124 (34%)   4002s      mean=0.510 LLR=+0.11 [CONTINUE]
 367 games  +107 =161 -99   +8 Elo +/- 27   3fold=124 (34%)   4002s      mean=0.511 LLR=+0.15 [CONTINUE]
 368 games  +107 =161 -100   +7 Elo +/- 27   3fold=124 (34%)   4029s      mean=0.510 LLR=+0.11 [CONTINUE]
 369 games  +107 =162 -100   +7 Elo +/- 27   3fold=125 (34%)   4038s      mean=0.509 LLR=+0.11 [CONTINUE]
 370 games  +107 =163 -100   +7 Elo +/- 27   3fold=125 (34%)   4040s      mean=0.509 LLR=+0.11 [CONTINUE]
 371 games  +107 =164 -100   +7 Elo +/- 26   3fold=126 (34%)   4056s      mean=0.509 LLR=+0.11 [CONTINUE]
 372 games  +108 =164 -100   +7 Elo +/- 26   3fold=126 (34%)   4070s      mean=0.511 LLR=+0.15 [CONTINUE]
 373 games  +109 =164 -100   +8 Elo +/- 26   3fold=126 (34%)   4074s      mean=0.512 LLR=+0.19 [CONTINUE]
 374 games  +109 =165 -100   +8 Elo +/- 26   3fold=126 (34%)   4087s      mean=0.512 LLR=+0.19 [CONTINUE]
 375 games  +109 =165 -101   +7 Elo +/- 26   3fold=126 (34%)   4104s      mean=0.511 LLR=+0.15 [CONTINUE]
 376 games  +109 =166 -101   +7 Elo +/- 26   3fold=127 (34%)   4115s      mean=0.511 LLR=+0.15 [CONTINUE]
 377 games  +109 =166 -102   +6 Elo +/- 26   3fold=127 (34%)   4120s      mean=0.509 LLR=+0.11 [CONTINUE]
 378 games  +110 =166 -102   +7 Elo +/- 26   3fold=127 (34%)   4136s      mean=0.511 LLR=+0.15 [CONTINUE]
 379 games  +110 =166 -103   +6 Elo +/- 26   3fold=127 (34%)   4147s      mean=0.509 LLR=+0.11 [CONTINUE]
 380 games  +110 =166 -104   +5 Elo +/- 26   3fold=127 (33%)   4150s      mean=0.508 LLR=+0.07 [CONTINUE]
 381 games  +110 =167 -104   +5 Elo +/- 26   3fold=127 (33%)   4179s      mean=0.508 LLR=+0.07 [CONTINUE]
 382 games  +111 =167 -104   +6 Elo +/- 26   3fold=127 (33%)   4184s      mean=0.509 LLR=+0.11 [CONTINUE]
 383 games  +111 =167 -105   +5 Elo +/- 26   3fold=127 (33%)   4189s      mean=0.508 LLR=+0.06 [CONTINUE]
 384 games  +111 =168 -105   +5 Elo +/- 26   3fold=128 (33%)   4206s      mean=0.508 LLR=+0.06 [CONTINUE]
 385 games  +111 =169 -105   +5 Elo +/- 26   3fold=128 (33%)   4216s      mean=0.508 LLR=+0.06 [CONTINUE]
 386 games  +111 =169 -106   +5 Elo +/- 26   3fold=128 (33%)   4221s      mean=0.506 LLR=+0.02 [CONTINUE]
 387 games  +111 =170 -106   +4 Elo +/- 26   3fold=129 (33%)   4230s      mean=0.506 LLR=+0.02 [CONTINUE]
 388 games  +111 =170 -107   +4 Elo +/- 26   3fold=129 (33%)   4245s      mean=0.505 LLR=-0.02 [CONTINUE]
 389 games  +111 =170 -108   +3 Elo +/- 26   3fold=129 (33%)   4250s      mean=0.504 LLR=-0.06 [CONTINUE]
 390 games  +111 =171 -108   +3 Elo +/- 26   3fold=130 (33%)   4267s      mean=0.504 LLR=-0.06 [CONTINUE]
 391 games  +111 =171 -109   +2 Elo +/- 26   3fold=130 (33%)   4277s      mean=0.503 LLR=-0.10 [CONTINUE]
 392 games  +112 =171 -109   +3 Elo +/- 26   3fold=130 (33%)   4296s      mean=0.504 LLR=-0.06 [CONTINUE]
 393 games  +112 =171 -110   +2 Elo +/- 26   3fold=130 (33%)   4296s      mean=0.503 LLR=-0.10 [CONTINUE]
 394 games  +112 =172 -110   +2 Elo +/- 26   3fold=131 (33%)   4303s      mean=0.503 LLR=-0.10 [CONTINUE]
 395 games  +112 =173 -110   +2 Elo +/- 26   3fold=131 (33%)   4326s      mean=0.503 LLR=-0.10 [CONTINUE]
 396 games  +112 =173 -111   +1 Elo +/- 26   3fold=131 (33%)   4326s      mean=0.501 LLR=-0.15 [CONTINUE]
 397 games  +112 =173 -112   -0 Elo +/- 26   3fold=131 (33%)   4340s      mean=0.500 LLR=-0.19 [CONTINUE]
 398 games  +113 =173 -112   +1 Elo +/- 26   3fold=131 (33%)   4354s      mean=0.501 LLR=-0.15 [CONTINUE]
 399 games  +113 =174 -112   +1 Elo +/- 26   3fold=132 (33%)   4359s      mean=0.501 LLR=-0.15 [CONTINUE]
 400 games  +113 =175 -112   +1 Elo +/- 26   3fold=133 (33%)   4365s      mean=0.501 LLR=-0.15 [CONTINUE]
 401 games  +113 =175 -113   -0 Elo +/- 26   3fold=133 (33%)   4388s      mean=0.500 LLR=-0.19 [CONTINUE]
 402 games  +113 =176 -113   -0 Elo +/- 26   3fold=134 (33%)   4391s      mean=0.500 LLR=-0.19 [CONTINUE]
 403 games  +113 =177 -113   -0 Elo +/- 25   3fold=135 (33%)   4396s      mean=0.500 LLR=-0.19 [CONTINUE]
 404 games  +113 =178 -113   -0 Elo +/- 25   3fold=135 (33%)   4419s      mean=0.500 LLR=-0.19 [CONTINUE]
 405 games  +113 =179 -113   -0 Elo +/- 25   3fold=136 (34%)   4425s      mean=0.500 LLR=-0.19 [CONTINUE]
 406 games  +113 =179 -114   -1 Elo +/- 25   3fold=136 (33%)   4427s      mean=0.499 LLR=-0.23 [CONTINUE]
 407 games  +114 =179 -114   -0 Elo +/- 25   3fold=136 (33%)   4452s      mean=0.500 LLR=-0.19 [CONTINUE]
 408 games  +115 =179 -114   +1 Elo +/- 25   3fold=136 (33%)   4453s      mean=0.501 LLR=-0.15 [CONTINUE]
 409 games  +115 =179 -115   -0 Elo +/- 25   3fold=136 (33%)   4461s      mean=0.500 LLR=-0.19 [CONTINUE]
 410 games  +115 =179 -116   -1 Elo +/- 25   3fold=136 (33%)   4482s      mean=0.499 LLR=-0.23 [CONTINUE]
 411 games  +115 =179 -117   -2 Elo +/- 25   3fold=136 (33%)   4485s      mean=0.498 LLR=-0.27 [CONTINUE]
 412 games  +115 =180 -117   -2 Elo +/- 25   3fold=136 (33%)   4489s      mean=0.498 LLR=-0.28 [CONTINUE]
 413 games  +115 =181 -117   -2 Elo +/- 25   3fold=137 (33%)   4504s      mean=0.498 LLR=-0.28 [CONTINUE]
 414 games  +115 =181 -118   -3 Elo +/- 25   3fold=137 (33%)   4513s      mean=0.496 LLR=-0.32 [CONTINUE]
 415 games  +115 =182 -118   -3 Elo +/- 25   3fold=138 (33%)   4525s      mean=0.496 LLR=-0.32 [CONTINUE]
 416 games  +115 =182 -119   -3 Elo +/- 25   3fold=138 (33%)   4532s      mean=0.495 LLR=-0.36 [CONTINUE]
 417 games  +115 =183 -119   -3 Elo +/- 25   3fold=139 (33%)   4540s      mean=0.495 LLR=-0.36 [CONTINUE]
 418 games  +116 =183 -119   -2 Elo +/- 25   3fold=139 (33%)   4557s      mean=0.496 LLR=-0.32 [CONTINUE]
