gauntlet: agent@engine vs agent@checkpoints/repfix2 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=3000 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   125s      mean=0.500 LLR=+0.00 [CONTINUE]
 210 games  +69 =84 -57   +20 Elo +/- 37   3fold=67 (32%)   2297s      mean=0.529 LLR=+0.37 [CONTINUE]
 211 games  +69 =84 -58   +18 Elo +/- 37   3fold=67 (32%)   2317s      mean=0.526 LLR=+0.33 [CONTINUE]
 212 games  +70 =84 -58   +20 Elo +/- 36   3fold=67 (32%)   2323s      mean=0.528 LLR=+0.37 [CONTINUE]
 213 games  +70 =84 -59   +18 Elo +/- 36   3fold=67 (31%)   2344s      mean=0.526 LLR=+0.33 [CONTINUE]
 214 games  +70 =85 -59   +18 Elo +/- 36   3fold=68 (32%)   2347s      mean=0.526 LLR=+0.33 [CONTINUE]
 215 games  +71 =85 -59   +19 Elo +/- 36   3fold=68 (32%)   2355s      mean=0.528 LLR=+0.36 [CONTINUE]
 216 games  +71 =86 -59   +19 Elo +/- 36   3fold=69 (32%)   2367s      mean=0.528 LLR=+0.37 [CONTINUE]
 217 games  +71 =87 -59   +19 Elo +/- 36   3fold=70 (32%)   2370s      mean=0.528 LLR=+0.37 [CONTINUE]
 218 games  +71 =87 -60   +18 Elo +/- 36   3fold=70 (32%)   2385s      mean=0.525 LLR=+0.33 [CONTINUE]
 219 games  +72 =87 -60   +19 Elo +/- 36   3fold=70 (32%)   2399s      mean=0.527 LLR=+0.36 [CONTINUE]
 220 games  +72 =88 -60   +19 Elo +/- 36   3fold=71 (32%)   2403s      mean=0.527 LLR=+0.37 [CONTINUE]
 221 games  +72 =89 -60   +19 Elo +/- 36   3fold=72 (33%)   2412s      mean=0.527 LLR=+0.37 [CONTINUE]
 222 games  +72 =90 -60   +19 Elo +/- 35   3fold=73 (33%)   2426s      mean=0.527 LLR=+0.37 [CONTINUE]
 223 games  +72 =90 -61   +17 Elo +/- 35   3fold=73 (33%)   2434s      mean=0.525 LLR=+0.33 [CONTINUE]
 224 games  +72 =90 -62   +16 Elo +/- 35   3fold=73 (33%)   2444s      mean=0.522 LLR=+0.29 [CONTINUE]
 225 games  +72 =91 -62   +15 Elo +/- 35   3fold=74 (33%)   2454s      mean=0.522 LLR=+0.29 [CONTINUE]
 226 games  +72 =91 -63   +14 Elo +/- 35   3fold=74 (33%)   2473s      mean=0.520 LLR=+0.25 [CONTINUE]
 227 games  +72 =92 -63   +14 Elo +/- 35   3fold=75 (33%)   2478s      mean=0.520 LLR=+0.25 [CONTINUE]
 228 games  +73 =92 -63   +15 Elo +/- 35   3fold=75 (33%)   2488s      mean=0.522 LLR=+0.29 [CONTINUE]
 229 games  +73 =93 -63   +15 Elo +/- 35   3fold=76 (33%)   2503s      mean=0.522 LLR=+0.29 [CONTINUE]
 230 games  +74 =93 -63   +17 Elo +/- 35   3fold=76 (33%)   2507s      mean=0.524 LLR=+0.32 [CONTINUE]
 231 games  +74 =94 -63   +17 Elo +/- 35   3fold=77 (33%)   2521s      mean=0.524 LLR=+0.33 [CONTINUE]
 232 games  +74 =95 -63   +16 Elo +/- 34   3fold=78 (34%)   2532s      mean=0.524 LLR=+0.33 [CONTINUE]
 233 games  +74 =96 -63   +16 Elo +/- 34   3fold=79 (34%)   2541s      mean=0.524 LLR=+0.33 [CONTINUE]
 234 games  +74 =97 -63   +16 Elo +/- 34   3fold=80 (34%)   2547s      mean=0.524 LLR=+0.33 [CONTINUE]
 235 games  +74 =97 -64   +15 Elo +/- 34   3fold=80 (34%)   2564s      mean=0.521 LLR=+0.29 [CONTINUE]
 236 games  +74 =98 -64   +15 Elo +/- 34   3fold=81 (34%)   2571s      mean=0.521 LLR=+0.29 [CONTINUE]
 237 games  +74 =99 -64   +15 Elo +/- 34   3fold=81 (34%)   2577s      mean=0.521 LLR=+0.29 [CONTINUE]
 238 games  +75 =99 -64   +16 Elo +/- 34   3fold=81 (34%)   2595s      mean=0.523 LLR=+0.33 [CONTINUE]
 239 games  +76 =99 -64   +17 Elo +/- 34   3fold=81 (34%)   2601s      mean=0.525 LLR=+0.37 [CONTINUE]
 240 games  +77 =99 -64   +19 Elo +/- 34   3fold=81 (34%)   2612s      mean=0.527 LLR=+0.40 [CONTINUE]
 241 games  +77 =100 -64   +19 Elo +/- 34   3fold=82 (34%)   2617s      mean=0.527 LLR=+0.40 [CONTINUE]
 242 games  +77 =101 -64   +19 Elo +/- 34   3fold=83 (34%)   2634s      mean=0.527 LLR=+0.41 [CONTINUE]
 243 games  +77 =102 -64   +19 Elo +/- 33   3fold=84 (35%)   2639s      mean=0.527 LLR=+0.41 [CONTINUE]
 244 games  +77 =102 -65   +17 Elo +/- 33   3fold=84 (34%)   2650s      mean=0.525 LLR=+0.37 [CONTINUE]
 245 games  +77 =103 -65   +17 Elo +/- 33   3fold=85 (35%)   2660s      mean=0.524 LLR=+0.37 [CONTINUE]
 246 games  +77 =103 -66   +16 Elo +/- 33   3fold=85 (35%)   2665s      mean=0.522 LLR=+0.32 [CONTINUE]
 247 games  +78 =103 -66   +17 Elo +/- 33   3fold=85 (34%)   2683s      mean=0.524 LLR=+0.36 [CONTINUE]
 248 games  +78 =103 -67   +15 Elo +/- 33   3fold=85 (34%)   2689s      mean=0.522 LLR=+0.32 [CONTINUE]
 249 games  +78 =104 -67   +15 Elo +/- 33   3fold=85 (34%)   2701s      mean=0.522 LLR=+0.32 [CONTINUE]
 250 games  +78 =104 -68   +14 Elo +/- 33   3fold=85 (34%)   2707s      mean=0.520 LLR=+0.28 [CONTINUE]
 251 games  +78 =104 -69   +12 Elo +/- 33   3fold=85 (34%)   2720s      mean=0.518 LLR=+0.24 [CONTINUE]
 252 games  +78 =105 -69   +12 Elo +/- 33   3fold=86 (34%)   2732s      mean=0.518 LLR=+0.24 [CONTINUE]
 253 games  +78 =105 -70   +11 Elo +/- 33   3fold=86 (34%)   2740s      mean=0.516 LLR=+0.20 [CONTINUE]
 254 games  +79 =105 -70   +12 Elo +/- 33   3fold=86 (34%)   2749s      mean=0.518 LLR=+0.24 [CONTINUE]
 255 games  +79 =106 -70   +12 Elo +/- 33   3fold=87 (34%)   2773s      mean=0.518 LLR=+0.24 [CONTINUE]
 256 games  +79 =107 -70   +12 Elo +/- 33   3fold=88 (34%)   2784s      mean=0.518 LLR=+0.24 [CONTINUE]
 257 games  +79 =108 -70   +12 Elo +/- 32   3fold=89 (35%)   2793s      mean=0.518 LLR=+0.24 [CONTINUE]
 258 games  +79 =108 -71   +11 Elo +/- 32   3fold=89 (34%)   2802s      mean=0.516 LLR=+0.20 [CONTINUE]
 259 games  +80 =108 -71   +12 Elo +/- 32   3fold=89 (34%)   2817s      mean=0.517 LLR=+0.24 [CONTINUE]
 260 games  +80 =108 -72   +11 Elo +/- 32   3fold=89 (34%)   2822s      mean=0.515 LLR=+0.20 [CONTINUE]
 261 games  +81 =108 -72   +12 Elo +/- 32   3fold=89 (34%)   2830s      mean=0.517 LLR=+0.24 [CONTINUE]
 262 games  +82 =108 -72   +13 Elo +/- 32   3fold=89 (34%)   2847s      mean=0.519 LLR=+0.27 [CONTINUE]
 263 games  +82 =108 -73   +12 Elo +/- 32   3fold=89 (34%)   2858s      mean=0.517 LLR=+0.23 [CONTINUE]
 264 games  +82 =109 -73   +12 Elo +/- 32   3fold=89 (34%)   2871s      mean=0.517 LLR=+0.23 [CONTINUE]
 265 games  +83 =109 -73   +13 Elo +/- 32   3fold=89 (34%)   2878s      mean=0.519 LLR=+0.27 [CONTINUE]
 266 games  +83 =110 -73   +13 Elo +/- 32   3fold=89 (33%)   2898s      mean=0.519 LLR=+0.27 [CONTINUE]
 267 games  +84 =110 -73   +14 Elo +/- 32   3fold=89 (33%)   2899s      mean=0.521 LLR=+0.31 [CONTINUE]
 268 games  +84 =110 -74   +13 Elo +/- 32   3fold=89 (33%)   2916s      mean=0.519 LLR=+0.27 [CONTINUE]
 269 games  +84 =111 -74   +13 Elo +/- 32   3fold=90 (33%)   2929s      mean=0.519 LLR=+0.27 [CONTINUE]
 270 games  +85 =111 -74   +14 Elo +/- 32   3fold=90 (33%)   2935s      mean=0.520 LLR=+0.31 [CONTINUE]
 271 games  +85 =111 -75   +13 Elo +/- 32   3fold=90 (33%)   2949s      mean=0.518 LLR=+0.27 [CONTINUE]
 272 games  +85 =112 -75   +13 Elo +/- 32   3fold=90 (33%)   2964s      mean=0.518 LLR=+0.27 [CONTINUE]
 273 games  +85 =113 -75   +13 Elo +/- 32   3fold=91 (33%)   2965s      mean=0.518 LLR=+0.27 [CONTINUE]
 274 games  +86 =113 -75   +14 Elo +/- 32   3fold=91 (33%)   2983s      mean=0.520 LLR=+0.31 [CONTINUE]
 275 games  +86 =114 -75   +14 Elo +/- 32   3fold=92 (33%)   2995s      mean=0.520 LLR=+0.31 [CONTINUE]
 276 games  +87 =114 -75   +15 Elo +/- 31   3fold=92 (33%)   2995s      mean=0.522 LLR=+0.35 [CONTINUE]
 277 games  +88 =114 -75   +16 Elo +/- 31   3fold=92 (33%)   3022s      mean=0.523 LLR=+0.39 [CONTINUE]
 278 games  +89 =114 -75   +18 Elo +/- 31   3fold=92 (33%)   3024s      mean=0.525 LLR=+0.42 [CONTINUE]
 279 games  +89 =114 -76   +16 Elo +/- 31   3fold=92 (33%)   3025s      mean=0.523 LLR=+0.38 [CONTINUE]
 280 games  +89 =114 -77   +15 Elo +/- 31   3fold=92 (33%)   3057s      mean=0.521 LLR=+0.34 [CONTINUE]
 281 games  +89 =115 -77   +15 Elo +/- 31   3fold=92 (33%)   3060s      mean=0.521 LLR=+0.34 [CONTINUE]
 282 games  +90 =115 -77   +16 Elo +/- 31   3fold=92 (33%)   3061s      mean=0.523 LLR=+0.38 [CONTINUE]
 283 games  +90 =116 -77   +16 Elo +/- 31   3fold=93 (33%)   3089s      mean=0.523 LLR=+0.38 [CONTINUE]
 284 games  +91 =116 -77   +17 Elo +/- 31   3fold=93 (33%)   3090s      mean=0.525 LLR=+0.42 [CONTINUE]
 285 games  +91 =116 -78   +16 Elo +/- 31   3fold=93 (33%)   3092s      mean=0.523 LLR=+0.38 [CONTINUE]
 286 games  +91 =117 -78   +16 Elo +/- 31   3fold=94 (33%)   3118s      mean=0.523 LLR=+0.38 [CONTINUE]
 287 games  +91 =118 -78   +16 Elo +/- 31   3fold=95 (33%)   3118s      mean=0.523 LLR=+0.38 [CONTINUE]
 288 games  +91 =118 -79   +14 Elo +/- 31   3fold=95 (33%)   3120s      mean=0.521 LLR=+0.34 [CONTINUE]
 289 games  +91 =119 -79   +14 Elo +/- 31   3fold=96 (33%)   3145s      mean=0.521 LLR=+0.34 [CONTINUE]
 290 games  +92 =119 -79   +16 Elo +/- 31   3fold=96 (33%)   3149s      mean=0.522 LLR=+0.38 [CONTINUE]
 291 games  +92 =119 -80   +14 Elo +/- 31   3fold=96 (33%)   3153s      mean=0.521 LLR=+0.34 [CONTINUE]
 292 games  +93 =119 -80   +15 Elo +/- 31   3fold=96 (33%)   3176s      mean=0.522 LLR=+0.38 [CONTINUE]
 293 games  +93 =120 -80   +15 Elo +/- 31   3fold=97 (33%)   3185s      mean=0.522 LLR=+0.38 [CONTINUE]
 294 games  +93 =121 -80   +15 Elo +/- 31   3fold=97 (33%)   3186s      mean=0.522 LLR=+0.38 [CONTINUE]
 295 games  +93 =122 -80   +15 Elo +/- 30   3fold=98 (33%)   3206s      mean=0.522 LLR=+0.38 [CONTINUE]
 296 games  +94 =122 -80   +16 Elo +/- 30   3fold=98 (33%)   3214s      mean=0.524 LLR=+0.42 [CONTINUE]
 297 games  +95 =122 -80   +18 Elo +/- 30   3fold=98 (33%)   3219s      mean=0.525 LLR=+0.45 [CONTINUE]
 298 games  +95 =122 -81   +16 Elo +/- 30   3fold=98 (33%)   3243s      mean=0.523 LLR=+0.41 [CONTINUE]
 299 games  +95 =123 -81   +16 Elo +/- 30   3fold=99 (33%)   3247s      mean=0.523 LLR=+0.41 [CONTINUE]
 300 games  +96 =123 -81   +17 Elo +/- 30   3fold=99 (33%)   3253s      mean=0.525 LLR=+0.45 [CONTINUE]
 301 games  +96 =124 -81   +17 Elo +/- 30   3fold=100 (33%)   3271s      mean=0.525 LLR=+0.45 [CONTINUE]
 302 games  +97 =124 -81   +18 Elo +/- 30   3fold=100 (33%)   3276s      mean=0.526 LLR=+0.49 [CONTINUE]
 303 games  +97 =125 -81   +18 Elo +/- 30   3fold=100 (33%)   3283s      mean=0.526 LLR=+0.49 [CONTINUE]
 304 games  +97 =126 -81   +18 Elo +/- 30   3fold=100 (33%)   3302s      mean=0.526 LLR=+0.49 [CONTINUE]
 305 games  +97 =127 -81   +18 Elo +/- 30   3fold=100 (33%)   3310s      mean=0.526 LLR=+0.50 [CONTINUE]
 306 games  +97 =128 -81   +18 Elo +/- 30   3fold=100 (33%)   3318s      mean=0.526 LLR=+0.50 [CONTINUE]
 307 games  +97 =129 -81   +18 Elo +/- 30   3fold=101 (33%)   3337s      mean=0.526 LLR=+0.50 [CONTINUE]
 308 games  +97 =130 -81   +18 Elo +/- 30   3fold=102 (33%)   3341s      mean=0.526 LLR=+0.50 [CONTINUE]
 309 games  +97 =130 -82   +17 Elo +/- 30   3fold=102 (33%)   3352s      mean=0.524 LLR=+0.46 [CONTINUE]
 310 games  +98 =130 -82   +18 Elo +/- 30   3fold=102 (33%)   3371s      mean=0.526 LLR=+0.50 [CONTINUE]
 311 games  +99 =130 -82   +19 Elo +/- 30   3fold=102 (33%)   3374s      mean=0.527 LLR=+0.53 [CONTINUE]
 312 games  +99 =131 -82   +19 Elo +/- 29   3fold=103 (33%)   3382s      mean=0.527 LLR=+0.53 [CONTINUE]
 313 games  +99 =131 -83   +18 Elo +/- 29   3fold=103 (33%)   3402s      mean=0.526 LLR=+0.49 [CONTINUE]
 314 games  +99 =132 -83   +18 Elo +/- 29   3fold=103 (33%)   3405s      mean=0.525 LLR=+0.49 [CONTINUE]
 315 games  +99 =133 -83   +18 Elo +/- 29   3fold=104 (33%)   3406s      mean=0.525 LLR=+0.50 [CONTINUE]
 316 games  +99 =134 -83   +18 Elo +/- 29   3fold=105 (33%)   3431s      mean=0.525 LLR=+0.50 [CONTINUE]
 317 games  +99 =134 -84   +16 Elo +/- 29   3fold=105 (33%)   3438s      mean=0.524 LLR=+0.45 [CONTINUE]
 318 games  +100 =134 -84   +17 Elo +/- 29   3fold=105 (33%)   3439s      mean=0.525 LLR=+0.49 [CONTINUE]
 319 games  +100 =134 -85   +16 Elo +/- 29   3fold=105 (33%)   3465s      mean=0.524 LLR=+0.45 [CONTINUE]
 320 games  +100 =134 -86   +15 Elo +/- 29   3fold=105 (33%)   3473s      mean=0.522 LLR=+0.41 [CONTINUE]
 321 games  +100 =134 -87   +14 Elo +/- 29   3fold=105 (33%)   3480s      mean=0.520 LLR=+0.37 [CONTINUE]
 322 games  +100 =134 -88   +13 Elo +/- 29   3fold=105 (33%)   3500s      mean=0.519 LLR=+0.33 [CONTINUE]
 323 games  +100 =134 -89   +12 Elo +/- 29   3fold=105 (33%)   3506s      mean=0.517 LLR=+0.29 [CONTINUE]
 324 games  +100 =135 -89   +12 Elo +/- 29   3fold=106 (33%)   3515s      mean=0.517 LLR=+0.29 [CONTINUE]
 325 games  +100 =136 -89   +12 Elo +/- 29   3fold=107 (33%)   3527s      mean=0.517 LLR=+0.29 [CONTINUE]
 326 games  +100 =137 -89   +12 Elo +/- 29   3fold=108 (33%)   3532s      mean=0.517 LLR=+0.29 [CONTINUE]
 327 games  +101 =137 -89   +13 Elo +/- 29   3fold=108 (33%)   3547s      mean=0.518 LLR=+0.33 [CONTINUE]
 328 games  +101 =137 -90   +12 Elo +/- 29   3fold=108 (33%)   3562s      mean=0.517 LLR=+0.29 [CONTINUE]
 329 games  +101 =138 -90   +12 Elo +/- 29   3fold=108 (33%)   3568s      mean=0.517 LLR=+0.29 [CONTINUE]
 330 games  +102 =138 -90   +13 Elo +/- 29   3fold=108 (33%)   3576s      mean=0.518 LLR=+0.33 [CONTINUE]
 331 games  +102 =139 -90   +13 Elo +/- 29   3fold=108 (33%)   3592s      mean=0.518 LLR=+0.33 [CONTINUE]
 332 games  +102 =139 -91   +12 Elo +/- 29   3fold=108 (33%)   3601s      mean=0.517 LLR=+0.28 [CONTINUE]
 333 games  +102 =139 -92   +10 Elo +/- 29   3fold=108 (32%)   3612s      mean=0.515 LLR=+0.24 [CONTINUE]
 334 games  +102 =140 -92   +10 Elo +/- 28   3fold=109 (33%)   3617s      mean=0.515 LLR=+0.24 [CONTINUE]
 335 games  +102 =140 -93   +9 Elo +/- 28   3fold=109 (33%)   3630s      mean=0.513 LLR=+0.20 [CONTINUE]
 336 games  +103 =140 -93   +10 Elo +/- 28   3fold=109 (32%)   3642s      mean=0.515 LLR=+0.24 [CONTINUE]
 337 games  +103 =141 -93   +10 Elo +/- 28   3fold=109 (32%)   3664s      mean=0.515 LLR=+0.24 [CONTINUE]
 338 games  +103 =141 -94   +9 Elo +/- 28   3fold=109 (32%)   3674s      mean=0.513 LLR=+0.20 [CONTINUE]
 339 games  +104 =141 -94   +10 Elo +/- 28   3fold=109 (32%)   3675s      mean=0.515 LLR=+0.24 [CONTINUE]
 340 games  +104 =142 -94   +10 Elo +/- 28   3fold=110 (32%)   3703s      mean=0.515 LLR=+0.24 [CONTINUE]
 341 games  +104 =142 -95   +9 Elo +/- 28   3fold=110 (32%)   3709s      mean=0.513 LLR=+0.20 [CONTINUE]
 342 games  +105 =142 -95   +10 Elo +/- 28   3fold=110 (32%)   3710s      mean=0.515 LLR=+0.24 [CONTINUE]
 343 games  +106 =142 -95   +11 Elo +/- 28   3fold=110 (32%)   3729s      mean=0.516 LLR=+0.28 [CONTINUE]
 344 games  +107 =142 -95   +12 Elo +/- 28   3fold=110 (32%)   3746s      mean=0.517 LLR=+0.32 [CONTINUE]
 345 games  +107 =143 -95   +12 Elo +/- 28   3fold=111 (32%)   3749s      mean=0.517 LLR=+0.32 [CONTINUE]
 346 games  +107 =143 -96   +11 Elo +/- 28   3fold=111 (32%)   3760s      mean=0.516 LLR=+0.28 [CONTINUE]
 347 games  +107 =143 -97   +10 Elo +/- 28   3fold=111 (32%)   3775s      mean=0.514 LLR=+0.24 [CONTINUE]
 348 games  +108 =143 -97   +11 Elo +/- 28   3fold=111 (32%)   3782s      mean=0.516 LLR=+0.27 [CONTINUE]
 349 games  +109 =143 -97   +12 Elo +/- 28   3fold=111 (32%)   3789s      mean=0.517 LLR=+0.31 [CONTINUE]
 350 games  +110 =143 -97   +13 Elo +/- 28   3fold=111 (32%)   3808s      mean=0.519 LLR=+0.35 [CONTINUE]
 351 games  +111 =143 -97   +14 Elo +/- 28   3fold=111 (32%)   3817s      mean=0.520 LLR=+0.39 [CONTINUE]
 352 games  +111 =144 -97   +14 Elo +/- 28   3fold=111 (32%)   3821s      mean=0.520 LLR=+0.39 [CONTINUE]
 353 games  +111 =144 -98   +13 Elo +/- 28   3fold=111 (31%)   3842s      mean=0.518 LLR=+0.35 [CONTINUE]
 354 games  +111 =144 -99   +12 Elo +/- 28   3fold=111 (31%)   3848s      mean=0.517 LLR=+0.31 [CONTINUE]
 355 games  +112 =144 -99   +13 Elo +/- 28   3fold=111 (31%)   3857s      mean=0.518 LLR=+0.35 [CONTINUE]
 356 games  +112 =145 -99   +13 Elo +/- 28   3fold=111 (31%)   3876s      mean=0.518 LLR=+0.35 [CONTINUE]
 357 games  +112 =145 -100   +12 Elo +/- 28   3fold=111 (31%)   3884s      mean=0.517 LLR=+0.31 [CONTINUE]
 358 games  +112 =145 -101   +11 Elo +/- 28   3fold=111 (31%)   3885s      mean=0.515 LLR=+0.27 [CONTINUE]
 359 games  +112 =145 -102   +10 Elo +/- 28   3fold=111 (31%)   3909s      mean=0.514 LLR=+0.23 [CONTINUE]
 360 games  +112 =146 -102   +10 Elo +/- 28   3fold=112 (31%)   3913s      mean=0.514 LLR=+0.23 [CONTINUE]
 361 games  +112 =147 -102   +10 Elo +/- 28   3fold=113 (31%)   3919s      mean=0.514 LLR=+0.23 [CONTINUE]
 362 games  +112 =147 -103   +9 Elo +/- 28   3fold=113 (31%)   3941s      mean=0.512 LLR=+0.19 [CONTINUE]
 363 games  +112 =147 -104   +8 Elo +/- 28   3fold=113 (31%)   3945s      mean=0.511 LLR=+0.15 [CONTINUE]
 364 games  +113 =147 -104   +9 Elo +/- 28   3fold=113 (31%)   3956s      mean=0.512 LLR=+0.19 [CONTINUE]
 365 games  +114 =147 -104   +10 Elo +/- 28   3fold=113 (31%)   3970s      mean=0.514 LLR=+0.22 [CONTINUE]
 366 games  +114 =148 -104   +9 Elo +/- 28   3fold=113 (31%)   3981s      mean=0.514 LLR=+0.22 [CONTINUE]
 367 games  +114 =149 -104   +9 Elo +/- 27   3fold=114 (31%)   3987s      mean=0.514 LLR=+0.22 [CONTINUE]
 368 games  +115 =149 -104   +10 Elo +/- 27   3fold=114 (31%)   4001s      mean=0.515 LLR=+0.26 [CONTINUE]
 369 games  +115 =150 -104   +10 Elo +/- 27   3fold=115 (31%)   4010s      mean=0.515 LLR=+0.26 [CONTINUE]
 370 games  +116 =150 -104   +11 Elo +/- 27   3fold=115 (31%)   4012s      mean=0.516 LLR=+0.30 [CONTINUE]
 371 games  +117 =150 -104   +12 Elo +/- 27   3fold=115 (31%)   4033s      mean=0.518 LLR=+0.34 [CONTINUE]
 372 games  +117 =151 -104   +12 Elo +/- 27   3fold=116 (31%)   4037s      mean=0.517 LLR=+0.34 [CONTINUE]
 373 games  +117 =151 -105   +11 Elo +/- 27   3fold=116 (31%)   4052s      mean=0.516 LLR=+0.30 [CONTINUE]
 374 games  +117 =152 -105   +11 Elo +/- 27   3fold=116 (31%)   4066s      mean=0.516 LLR=+0.30 [CONTINUE]
 375 games  +117 =153 -105   +11 Elo +/- 27   3fold=117 (31%)   4079s      mean=0.516 LLR=+0.30 [CONTINUE]
 376 games  +117 =154 -105   +11 Elo +/- 27   3fold=117 (31%)   4086s      mean=0.516 LLR=+0.30 [CONTINUE]
 377 games  +117 =154 -106   +10 Elo +/- 27   3fold=117 (31%)   4099s      mean=0.515 LLR=+0.26 [CONTINUE]
 378 games  +117 =155 -106   +10 Elo +/- 27   3fold=118 (31%)   4106s      mean=0.515 LLR=+0.26 [CONTINUE]
 379 games  +118 =155 -106   +11 Elo +/- 27   3fold=118 (31%)   4118s      mean=0.516 LLR=+0.30 [CONTINUE]
 380 games  +119 =155 -106   +12 Elo +/- 27   3fold=118 (31%)   4130s      mean=0.517 LLR=+0.34 [CONTINUE]
 381 games  +119 =156 -106   +12 Elo +/- 27   3fold=119 (31%)   4132s      mean=0.517 LLR=+0.34 [CONTINUE]
 382 games  +119 =157 -106   +12 Elo +/- 27   3fold=120 (31%)   4152s      mean=0.517 LLR=+0.34 [CONTINUE]
 383 games  +120 =157 -106   +13 Elo +/- 27   3fold=120 (31%)   4163s      mean=0.518 LLR=+0.38 [CONTINUE]
 384 games  +120 =158 -106   +13 Elo +/- 27   3fold=120 (31%)   4168s      mean=0.518 LLR=+0.38 [CONTINUE]
 385 games  +120 =158 -107   +12 Elo +/- 27   3fold=120 (31%)   4185s      mean=0.517 LLR=+0.34 [CONTINUE]
 386 games  +121 =158 -107   +13 Elo +/- 27   3fold=120 (31%)   4195s      mean=0.518 LLR=+0.37 [CONTINUE]
 387 games  +121 =158 -108   +12 Elo +/- 27   3fold=120 (31%)   4197s      mean=0.517 LLR=+0.33 [CONTINUE]
 388 games  +121 =158 -109   +11 Elo +/- 27   3fold=120 (31%)   4220s      mean=0.515 LLR=+0.29 [CONTINUE]
 389 games  +122 =158 -109   +12 Elo +/- 27   3fold=120 (31%)   4228s      mean=0.517 LLR=+0.33 [CONTINUE]
 390 games  +123 =158 -109   +12 Elo +/- 27   3fold=120 (31%)   4228s      mean=0.518 LLR=+0.37 [CONTINUE]
 391 games  +123 =159 -109   +12 Elo +/- 27   3fold=121 (31%)   4247s      mean=0.518 LLR=+0.37 [CONTINUE]
 392 games  +123 =159 -110   +12 Elo +/- 27   3fold=121 (31%)   4254s      mean=0.517 LLR=+0.33 [CONTINUE]
 393 games  +124 =159 -110   +12 Elo +/- 27   3fold=121 (31%)   4255s      mean=0.518 LLR=+0.37 [CONTINUE]
 394 games  +124 =160 -110   +12 Elo +/- 26   3fold=122 (31%)   4269s      mean=0.518 LLR=+0.37 [CONTINUE]
 395 games  +124 =161 -110   +12 Elo +/- 26   3fold=123 (31%)   4286s      mean=0.518 LLR=+0.37 [CONTINUE]
 396 games  +124 =162 -110   +12 Elo +/- 26   3fold=124 (31%)   4295s      mean=0.518 LLR=+0.37 [CONTINUE]
 397 games  +124 =163 -110   +12 Elo +/- 26   3fold=125 (31%)   4296s      mean=0.518 LLR=+0.37 [CONTINUE]
 398 games  +124 =164 -110   +12 Elo +/- 26   3fold=126 (32%)   4316s      mean=0.518 LLR=+0.37 [CONTINUE]
 399 games  +124 =164 -111   +11 Elo +/- 26   3fold=126 (32%)   4324s      mean=0.516 LLR=+0.33 [CONTINUE]
 400 games  +124 =164 -112   +10 Elo +/- 26   3fold=126 (32%)   4328s      mean=0.515 LLR=+0.29 [CONTINUE]
 401 games  +124 =165 -112   +10 Elo +/- 26   3fold=127 (32%)   4357s      mean=0.515 LLR=+0.29 [CONTINUE]
 402 games  +124 =166 -112   +10 Elo +/- 26   3fold=128 (32%)   4359s      mean=0.515 LLR=+0.29 [CONTINUE]
 403 games  +125 =166 -112   +11 Elo +/- 26   3fold=128 (32%)   4360s      mean=0.516 LLR=+0.33 [CONTINUE]
 404 games  +126 =166 -112   +12 Elo +/- 26   3fold=128 (32%)   4389s      mean=0.517 LLR=+0.37 [CONTINUE]
 405 games  +127 =166 -112   +13 Elo +/- 26   3fold=128 (32%)   4390s      mean=0.519 LLR=+0.40 [CONTINUE]
 406 games  +128 =166 -112   +14 Elo +/- 26   3fold=128 (32%)   4391s      mean=0.520 LLR=+0.44 [CONTINUE]
 407 games  +128 =167 -112   +14 Elo +/- 26   3fold=129 (32%)   4421s      mean=0.520 LLR=+0.44 [CONTINUE]
 408 games  +128 =167 -113   +13 Elo +/- 26   3fold=129 (32%)   4423s      mean=0.518 LLR=+0.40 [CONTINUE]
 409 games  +128 =167 -114   +12 Elo +/- 26   3fold=129 (32%)   4425s      mean=0.517 LLR=+0.36 [CONTINUE]
 410 games  +128 =167 -115   +11 Elo +/- 26   3fold=129 (31%)   4452s      mean=0.516 LLR=+0.32 [CONTINUE]
 411 games  +128 =167 -116   +10 Elo +/- 26   3fold=129 (31%)   4455s      mean=0.515 LLR=+0.28 [CONTINUE]
 412 games  +128 =168 -116   +10 Elo +/- 26   3fold=129 (31%)   4456s      mean=0.515 LLR=+0.28 [CONTINUE]
 413 games  +129 =168 -116   +11 Elo +/- 26   3fold=129 (31%)   4482s      mean=0.516 LLR=+0.32 [CONTINUE]
 414 games  +129 =169 -116   +11 Elo +/- 26   3fold=130 (31%)   4483s      mean=0.516 LLR=+0.32 [CONTINUE]
 415 games  +130 =169 -116   +12 Elo +/- 26   3fold=130 (31%)   4485s      mean=0.517 LLR=+0.36 [CONTINUE]
 416 games  +131 =169 -116   +13 Elo +/- 26   3fold=130 (31%)   4515s      mean=0.518 LLR=+0.40 [CONTINUE]
 417 games  +131 =170 -116   +13 Elo +/- 26   3fold=131 (31%)   4518s      mean=0.518 LLR=+0.40 [CONTINUE]
 418 games  +132 =170 -116   +13 Elo +/- 26   3fold=131 (31%)   4518s      mean=0.519 LLR=+0.44 [CONTINUE]
