gauntlet: agent@engine vs agent@checkpoints/clockcap | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   131s      mean=0.500 LLR=+0.00 [CONTINUE]
 210 games  +61 =87 -62   -2 Elo +/- 36   3fold=63 (30%)   2357s      mean=0.498 LLR=-0.13 [CONTINUE]
 211 games  +61 =87 -63   -3 Elo +/- 36   3fold=63 (30%)   2365s      mean=0.495 LLR=-0.17 [CONTINUE]
 212 games  +61 =87 -64   -5 Elo +/- 36   3fold=63 (30%)   2379s      mean=0.493 LLR=-0.21 [CONTINUE]
 213 games  +61 =88 -64   -5 Elo +/- 36   3fold=64 (30%)   2388s      mean=0.493 LLR=-0.21 [CONTINUE]
 214 games  +61 =88 -65   -6 Elo +/- 36   3fold=64 (30%)   2392s      mean=0.491 LLR=-0.25 [CONTINUE]
 215 games  +62 =88 -65   -5 Elo +/- 36   3fold=64 (30%)   2415s      mean=0.493 LLR=-0.21 [CONTINUE]
 216 games  +62 =89 -65   -5 Elo +/- 36   3fold=65 (30%)   2416s      mean=0.493 LLR=-0.21 [CONTINUE]
 217 games  +63 =89 -65   -3 Elo +/- 36   3fold=65 (30%)   2426s      mean=0.495 LLR=-0.18 [CONTINUE]
 218 games  +63 =89 -66   -5 Elo +/- 36   3fold=65 (30%)   2447s      mean=0.493 LLR=-0.21 [CONTINUE]
 219 games  +64 =89 -66   -3 Elo +/- 36   3fold=65 (30%)   2449s      mean=0.495 LLR=-0.18 [CONTINUE]
 220 games  +64 =90 -66   -3 Elo +/- 35   3fold=66 (30%)   2455s      mean=0.495 LLR=-0.18 [CONTINUE]
 221 games  +65 =90 -66   -2 Elo +/- 35   3fold=66 (30%)   2476s      mean=0.498 LLR=-0.14 [CONTINUE]
 222 games  +65 =90 -67   -3 Elo +/- 35   3fold=66 (30%)   2479s      mean=0.495 LLR=-0.18 [CONTINUE]
 223 games  +66 =90 -67   -2 Elo +/- 35   3fold=66 (30%)   2490s      mean=0.498 LLR=-0.14 [CONTINUE]
 224 games  +67 =90 -67   -0 Elo +/- 35   3fold=66 (29%)   2508s      mean=0.500 LLR=-0.10 [CONTINUE]
 225 games  +67 =91 -67   -0 Elo +/- 35   3fold=67 (30%)   2516s      mean=0.500 LLR=-0.10 [CONTINUE]
 226 games  +67 =91 -68   -2 Elo +/- 35   3fold=67 (30%)   2520s      mean=0.498 LLR=-0.14 [CONTINUE]
 227 games  +67 =92 -68   -2 Elo +/- 35   3fold=68 (30%)   2542s      mean=0.498 LLR=-0.14 [CONTINUE]
 228 games  +68 =92 -68   -0 Elo +/- 35   3fold=68 (30%)   2552s      mean=0.500 LLR=-0.10 [CONTINUE]
 229 games  +69 =92 -68   +2 Elo +/- 35   3fold=68 (30%)   2557s      mean=0.502 LLR=-0.06 [CONTINUE]
 230 games  +69 =93 -68   +2 Elo +/- 35   3fold=69 (30%)   2574s      mean=0.502 LLR=-0.06 [CONTINUE]
 231 games  +69 =94 -68   +2 Elo +/- 35   3fold=70 (30%)   2582s      mean=0.502 LLR=-0.06 [CONTINUE]
 232 games  +69 =95 -68   +1 Elo +/- 34   3fold=71 (31%)   2583s      mean=0.502 LLR=-0.07 [CONTINUE]
 233 games  +69 =96 -68   +1 Elo +/- 34   3fold=72 (31%)   2602s      mean=0.502 LLR=-0.07 [CONTINUE]
 234 games  +69 =96 -69   -0 Elo +/- 34   3fold=72 (31%)   2625s      mean=0.500 LLR=-0.11 [CONTINUE]
 235 games  +69 =97 -69   -0 Elo +/- 34   3fold=72 (31%)   2627s      mean=0.500 LLR=-0.11 [CONTINUE]
 236 games  +69 =98 -69   -0 Elo +/- 34   3fold=73 (31%)   2634s      mean=0.500 LLR=-0.11 [CONTINUE]
 237 games  +69 =98 -70   -1 Elo +/- 34   3fold=73 (31%)   2663s      mean=0.498 LLR=-0.15 [CONTINUE]
 238 games  +70 =98 -70   -0 Elo +/- 34   3fold=73 (31%)   2664s      mean=0.500 LLR=-0.11 [CONTINUE]
 239 games  +70 =99 -70   -0 Elo +/- 34   3fold=73 (31%)   2666s      mean=0.500 LLR=-0.11 [CONTINUE]
 240 games  +71 =99 -70   +1 Elo +/- 34   3fold=73 (30%)   2693s      mean=0.502 LLR=-0.07 [CONTINUE]
 241 games  +72 =99 -70   +3 Elo +/- 34   3fold=73 (30%)   2695s      mean=0.504 LLR=-0.03 [CONTINUE]
 242 games  +72 =99 -71   +1 Elo +/- 34   3fold=73 (30%)   2698s      mean=0.502 LLR=-0.07 [CONTINUE]
 243 games  +73 =99 -71   +3 Elo +/- 34   3fold=73 (30%)   2721s      mean=0.504 LLR=-0.03 [CONTINUE]
 244 games  +73 =100 -71   +3 Elo +/- 34   3fold=74 (30%)   2722s      mean=0.504 LLR=-0.03 [CONTINUE]
 245 games  +73 =101 -71   +3 Elo +/- 33   3fold=75 (31%)   2729s      mean=0.504 LLR=-0.03 [CONTINUE]
 246 games  +74 =101 -71   +4 Elo +/- 33   3fold=75 (30%)   2750s      mean=0.506 LLR=+0.01 [CONTINUE]
 247 games  +75 =101 -71   +6 Elo +/- 33   3fold=75 (30%)   2760s      mean=0.508 LLR=+0.05 [CONTINUE]
 248 games  +76 =101 -71   +7 Elo +/- 33   3fold=75 (30%)   2761s      mean=0.510 LLR=+0.08 [CONTINUE]
 249 games  +77 =101 -71   +8 Elo +/- 33   3fold=75 (30%)   2781s      mean=0.512 LLR=+0.12 [CONTINUE]
 250 games  +77 =102 -71   +8 Elo +/- 33   3fold=76 (30%)   2789s      mean=0.512 LLR=+0.12 [CONTINUE]
 251 games  +78 =102 -71   +10 Elo +/- 33   3fold=76 (30%)   2790s      mean=0.514 LLR=+0.16 [CONTINUE]
 252 games  +78 =102 -72   +8 Elo +/- 33   3fold=76 (30%)   2812s      mean=0.512 LLR=+0.12 [CONTINUE]
 253 games  +78 =102 -73   +7 Elo +/- 33   3fold=76 (30%)   2818s      mean=0.510 LLR=+0.08 [CONTINUE]
 254 games  +79 =102 -73   +8 Elo +/- 33   3fold=76 (30%)   2823s      mean=0.512 LLR=+0.12 [CONTINUE]
 255 games  +79 =103 -73   +8 Elo +/- 33   3fold=77 (30%)   2845s      mean=0.512 LLR=+0.12 [CONTINUE]
 256 games  +79 =104 -73   +8 Elo +/- 33   3fold=78 (30%)   2852s      mean=0.512 LLR=+0.12 [CONTINUE]
 257 games  +79 =105 -73   +8 Elo +/- 33   3fold=79 (31%)   2854s      mean=0.512 LLR=+0.12 [CONTINUE]
 258 games  +80 =105 -73   +9 Elo +/- 33   3fold=79 (31%)   2875s      mean=0.514 LLR=+0.16 [CONTINUE]
 259 games  +80 =105 -74   +8 Elo +/- 33   3fold=79 (31%)   2884s      mean=0.512 LLR=+0.12 [CONTINUE]
 260 games  +80 =106 -74   +8 Elo +/- 33   3fold=80 (31%)   2889s      mean=0.512 LLR=+0.12 [CONTINUE]
 261 games  +80 =107 -74   +8 Elo +/- 32   3fold=81 (31%)   2904s      mean=0.511 LLR=+0.12 [CONTINUE]
 262 games  +80 =107 -75   +7 Elo +/- 32   3fold=81 (31%)   2913s      mean=0.510 LLR=+0.08 [CONTINUE]
 263 games  +80 =108 -75   +7 Elo +/- 32   3fold=81 (31%)   2921s      mean=0.510 LLR=+0.08 [CONTINUE]
 264 games  +81 =108 -75   +8 Elo +/- 32   3fold=81 (31%)   2935s      mean=0.511 LLR=+0.12 [CONTINUE]
 265 games  +81 =109 -75   +8 Elo +/- 32   3fold=81 (31%)   2942s      mean=0.511 LLR=+0.12 [CONTINUE]
 266 games  +81 =110 -75   +8 Elo +/- 32   3fold=82 (31%)   2959s      mean=0.511 LLR=+0.12 [CONTINUE]
 267 games  +81 =110 -76   +7 Elo +/- 32   3fold=82 (31%)   2962s      mean=0.509 LLR=+0.08 [CONTINUE]
 268 games  +82 =110 -76   +8 Elo +/- 32   3fold=82 (31%)   2973s      mean=0.511 LLR=+0.11 [CONTINUE]
 269 games  +83 =110 -76   +9 Elo +/- 32   3fold=82 (30%)   2992s      mean=0.513 LLR=+0.15 [CONTINUE]
 270 games  +83 =111 -76   +9 Elo +/- 32   3fold=83 (31%)   2994s      mean=0.513 LLR=+0.15 [CONTINUE]
 271 games  +83 =112 -76   +9 Elo +/- 32   3fold=84 (31%)   2995s      mean=0.513 LLR=+0.15 [CONTINUE]
 272 games  +83 =113 -76   +9 Elo +/- 32   3fold=85 (31%)   3020s      mean=0.513 LLR=+0.15 [CONTINUE]
 273 games  +83 =114 -76   +9 Elo +/- 32   3fold=85 (31%)   3025s      mean=0.513 LLR=+0.15 [CONTINUE]
 274 games  +83 =115 -76   +9 Elo +/- 31   3fold=85 (31%)   3039s      mean=0.513 LLR=+0.15 [CONTINUE]
 275 games  +83 =115 -77   +8 Elo +/- 31   3fold=85 (31%)   3055s      mean=0.511 LLR=+0.11 [CONTINUE]
 276 games  +83 =116 -77   +8 Elo +/- 31   3fold=86 (31%)   3065s      mean=0.511 LLR=+0.11 [CONTINUE]
 277 games  +83 =117 -77   +8 Elo +/- 31   3fold=87 (31%)   3065s      mean=0.511 LLR=+0.11 [CONTINUE]
 278 games  +83 =118 -77   +7 Elo +/- 31   3fold=88 (32%)   3081s      mean=0.511 LLR=+0.11 [CONTINUE]
 279 games  +83 =118 -78   +6 Elo +/- 31   3fold=88 (32%)   3089s      mean=0.509 LLR=+0.07 [CONTINUE]
 280 games  +84 =118 -78   +7 Elo +/- 31   3fold=88 (31%)   3098s      mean=0.511 LLR=+0.11 [CONTINUE]
 281 games  +84 =119 -78   +7 Elo +/- 31   3fold=89 (32%)   3115s      mean=0.511 LLR=+0.11 [CONTINUE]
 282 games  +84 =120 -78   +7 Elo +/- 31   3fold=90 (32%)   3115s      mean=0.511 LLR=+0.11 [CONTINUE]
 283 games  +84 =121 -78   +7 Elo +/- 31   3fold=90 (32%)   3140s      mean=0.511 LLR=+0.11 [CONTINUE]
 284 games  +84 =122 -78   +7 Elo +/- 31   3fold=91 (32%)   3140s      mean=0.511 LLR=+0.11 [CONTINUE]
 285 games  +84 =123 -78   +7 Elo +/- 30   3fold=92 (32%)   3145s      mean=0.511 LLR=+0.11 [CONTINUE]
 286 games  +84 =124 -78   +7 Elo +/- 30   3fold=93 (33%)   3169s      mean=0.510 LLR=+0.11 [CONTINUE]
 287 games  +84 =125 -78   +7 Elo +/- 30   3fold=94 (33%)   3172s      mean=0.510 LLR=+0.11 [CONTINUE]
 288 games  +84 =125 -79   +6 Elo +/- 30   3fold=94 (33%)   3172s      mean=0.509 LLR=+0.07 [CONTINUE]
 289 games  +84 =126 -79   +6 Elo +/- 30   3fold=95 (33%)   3199s      mean=0.509 LLR=+0.07 [CONTINUE]
 290 games  +84 =127 -79   +6 Elo +/- 30   3fold=96 (33%)   3201s      mean=0.509 LLR=+0.07 [CONTINUE]
 291 games  +84 =128 -79   +6 Elo +/- 30   3fold=97 (33%)   3207s      mean=0.509 LLR=+0.07 [CONTINUE]
 292 games  +84 =128 -80   +5 Elo +/- 30   3fold=97 (33%)   3229s      mean=0.507 LLR=+0.03 [CONTINUE]
 293 games  +84 =129 -80   +5 Elo +/- 30   3fold=97 (33%)   3238s      mean=0.507 LLR=+0.03 [CONTINUE]
 294 games  +84 =129 -81   +4 Elo +/- 30   3fold=97 (33%)   3244s      mean=0.505 LLR=-0.02 [CONTINUE]
 295 games  +84 =130 -81   +4 Elo +/- 30   3fold=98 (33%)   3257s      mean=0.505 LLR=-0.02 [CONTINUE]
 296 games  +84 =130 -82   +2 Elo +/- 30   3fold=98 (33%)   3269s      mean=0.503 LLR=-0.06 [CONTINUE]
 297 games  +84 =130 -83   +1 Elo +/- 30   3fold=98 (33%)   3276s      mean=0.502 LLR=-0.10 [CONTINUE]
 298 games  +84 =131 -83   +1 Elo +/- 30   3fold=98 (33%)   3296s      mean=0.502 LLR=-0.10 [CONTINUE]
 299 games  +84 =132 -83   +1 Elo +/- 30   3fold=98 (33%)   3306s      mean=0.502 LLR=-0.10 [CONTINUE]
 300 games  +84 =133 -83   +1 Elo +/- 29   3fold=98 (33%)   3306s      mean=0.502 LLR=-0.10 [CONTINUE]
 301 games  +84 =133 -84   -0 Elo +/- 29   3fold=98 (33%)   3329s      mean=0.500 LLR=-0.14 [CONTINUE]
 302 games  +84 =134 -84   -0 Elo +/- 29   3fold=99 (33%)   3336s      mean=0.500 LLR=-0.14 [CONTINUE]
 303 games  +84 =134 -85   -1 Elo +/- 29   3fold=99 (33%)   3339s      mean=0.498 LLR=-0.19 [CONTINUE]
 304 games  +84 =134 -86   -2 Elo +/- 29   3fold=99 (33%)   3362s      mean=0.497 LLR=-0.23 [CONTINUE]
 305 games  +84 =135 -86   -2 Elo +/- 29   3fold=99 (32%)   3368s      mean=0.497 LLR=-0.23 [CONTINUE]
 306 games  +85 =135 -86   -1 Elo +/- 29   3fold=99 (32%)   3374s      mean=0.498 LLR=-0.19 [CONTINUE]
 307 games  +85 =135 -87   -2 Elo +/- 29   3fold=99 (32%)   3392s      mean=0.497 LLR=-0.23 [CONTINUE]
 308 games  +86 =135 -87   -1 Elo +/- 29   3fold=99 (32%)   3398s      mean=0.498 LLR=-0.19 [CONTINUE]
 309 games  +86 =136 -87   -1 Elo +/- 29   3fold=100 (32%)   3400s      mean=0.498 LLR=-0.19 [CONTINUE]
 310 games  +87 =136 -87   -0 Elo +/- 29   3fold=100 (32%)   3420s      mean=0.500 LLR=-0.15 [CONTINUE]
 311 games  +88 =136 -87   +1 Elo +/- 29   3fold=100 (32%)   3428s      mean=0.502 LLR=-0.11 [CONTINUE]
 312 games  +88 =137 -87   +1 Elo +/- 29   3fold=100 (32%)   3436s      mean=0.502 LLR=-0.11 [CONTINUE]
 313 games  +89 =137 -87   +2 Elo +/- 29   3fold=100 (32%)   3452s      mean=0.503 LLR=-0.07 [CONTINUE]
 314 games  +90 =137 -87   +3 Elo +/- 29   3fold=100 (32%)   3459s      mean=0.505 LLR=-0.03 [CONTINUE]
 315 games  +90 =137 -88   +2 Elo +/- 29   3fold=100 (32%)   3467s      mean=0.503 LLR=-0.07 [CONTINUE]
 316 games  +90 =138 -88   +2 Elo +/- 29   3fold=101 (32%)   3487s      mean=0.503 LLR=-0.07 [CONTINUE]
 317 games  +91 =138 -88   +3 Elo +/- 29   3fold=101 (32%)   3489s      mean=0.505 LLR=-0.03 [CONTINUE]
 318 games  +91 =139 -88   +3 Elo +/- 29   3fold=102 (32%)   3505s      mean=0.505 LLR=-0.03 [CONTINUE]
 319 games  +91 =140 -88   +3 Elo +/- 29   3fold=103 (32%)   3512s      mean=0.505 LLR=-0.03 [CONTINUE]
 320 games  +91 =141 -88   +3 Elo +/- 29   3fold=103 (32%)   3523s      mean=0.505 LLR=-0.03 [CONTINUE]
 321 games  +92 =141 -88   +4 Elo +/- 29   3fold=103 (32%)   3540s      mean=0.506 LLR=+0.01 [CONTINUE]
 322 games  +92 =141 -89   +3 Elo +/- 29   3fold=103 (32%)   3544s      mean=0.505 LLR=-0.03 [CONTINUE]
 323 games  +92 =142 -89   +3 Elo +/- 28   3fold=104 (32%)   3567s      mean=0.505 LLR=-0.03 [CONTINUE]
 324 games  +92 =143 -89   +3 Elo +/- 28   3fold=105 (32%)   3569s      mean=0.505 LLR=-0.03 [CONTINUE]
 325 games  +92 =144 -89   +3 Elo +/- 28   3fold=106 (33%)   3578s      mean=0.505 LLR=-0.03 [CONTINUE]
 326 games  +93 =144 -89   +4 Elo +/- 28   3fold=106 (33%)   3595s      mean=0.506 LLR=+0.01 [CONTINUE]
 327 games  +94 =144 -89   +5 Elo +/- 28   3fold=106 (32%)   3597s      mean=0.508 LLR=+0.05 [CONTINUE]
 328 games  +95 =144 -89   +6 Elo +/- 28   3fold=106 (32%)   3610s      mean=0.509 LLR=+0.09 [CONTINUE]
 329 games  +95 =145 -89   +6 Elo +/- 28   3fold=107 (33%)   3627s      mean=0.509 LLR=+0.09 [CONTINUE]
 330 games  +95 =146 -89   +6 Elo +/- 28   3fold=107 (32%)   3634s      mean=0.509 LLR=+0.09 [CONTINUE]
 331 games  +95 =146 -90   +5 Elo +/- 28   3fold=107 (32%)   3641s      mean=0.508 LLR=+0.05 [CONTINUE]
 332 games  +95 =147 -90   +5 Elo +/- 28   3fold=107 (32%)   3661s      mean=0.508 LLR=+0.05 [CONTINUE]
 333 games  +95 =148 -90   +5 Elo +/- 28   3fold=108 (32%)   3662s      mean=0.508 LLR=+0.05 [CONTINUE]
 334 games  +95 =149 -90   +5 Elo +/- 28   3fold=109 (33%)   3670s      mean=0.507 LLR=+0.05 [CONTINUE]
 335 games  +96 =149 -90   +6 Elo +/- 28   3fold=109 (33%)   3692s      mean=0.509 LLR=+0.09 [CONTINUE]
 336 games  +97 =149 -90   +7 Elo +/- 28   3fold=109 (32%)   3693s      mean=0.510 LLR=+0.13 [CONTINUE]
 337 games  +98 =149 -90   +8 Elo +/- 28   3fold=109 (32%)   3701s      mean=0.512 LLR=+0.17 [CONTINUE]
 338 games  +98 =149 -91   +7 Elo +/- 28   3fold=109 (32%)   3720s      mean=0.510 LLR=+0.13 [CONTINUE]
 339 games  +98 =150 -91   +7 Elo +/- 28   3fold=110 (32%)   3728s      mean=0.510 LLR=+0.13 [CONTINUE]
 340 games  +99 =150 -91   +8 Elo +/- 28   3fold=110 (32%)   3732s      mean=0.512 LLR=+0.17 [CONTINUE]
 341 games  +100 =150 -91   +9 Elo +/- 28   3fold=110 (32%)   3749s      mean=0.513 LLR=+0.21 [CONTINUE]
 342 games  +100 =151 -91   +9 Elo +/- 28   3fold=111 (32%)   3754s      mean=0.513 LLR=+0.21 [CONTINUE]
 343 games  +100 =152 -91   +9 Elo +/- 27   3fold=111 (32%)   3759s      mean=0.513 LLR=+0.21 [CONTINUE]
 344 games  +100 =152 -92   +8 Elo +/- 27   3fold=111 (32%)   3781s      mean=0.512 LLR=+0.17 [CONTINUE]
 345 games  +100 =152 -93   +7 Elo +/- 27   3fold=111 (32%)   3784s      mean=0.510 LLR=+0.12 [CONTINUE]
 346 games  +100 =153 -93   +7 Elo +/- 27   3fold=112 (32%)   3798s      mean=0.510 LLR=+0.12 [CONTINUE]
 347 games  +100 =154 -93   +7 Elo +/- 27   3fold=113 (33%)   3811s      mean=0.510 LLR=+0.12 [CONTINUE]
 348 games  +100 =155 -93   +7 Elo +/- 27   3fold=113 (32%)   3818s      mean=0.510 LLR=+0.12 [CONTINUE]
 349 games  +101 =155 -93   +8 Elo +/- 27   3fold=113 (32%)   3838s      mean=0.511 LLR=+0.17 [CONTINUE]
 350 games  +102 =155 -93   +9 Elo +/- 27   3fold=113 (32%)   3840s      mean=0.513 LLR=+0.21 [CONTINUE]
 351 games  +103 =155 -93   +10 Elo +/- 27   3fold=113 (32%)   3855s      mean=0.514 LLR=+0.25 [CONTINUE]
 352 games  +104 =155 -93   +11 Elo +/- 27   3fold=113 (32%)   3869s      mean=0.516 LLR=+0.29 [CONTINUE]
 353 games  +105 =155 -93   +12 Elo +/- 27   3fold=113 (32%)   3870s      mean=0.517 LLR=+0.33 [CONTINUE]
 354 games  +105 =155 -94   +11 Elo +/- 27   3fold=113 (32%)   3883s      mean=0.516 LLR=+0.28 [CONTINUE]
 355 games  +105 =156 -94   +11 Elo +/- 27   3fold=114 (32%)   3897s      mean=0.515 LLR=+0.28 [CONTINUE]
 356 games  +106 =156 -94   +12 Elo +/- 27   3fold=114 (32%)   3900s      mean=0.517 LLR=+0.32 [CONTINUE]
 357 games  +106 =157 -94   +12 Elo +/- 27   3fold=115 (32%)   3907s      mean=0.517 LLR=+0.32 [CONTINUE]
 358 games  +106 =158 -94   +12 Elo +/- 27   3fold=116 (32%)   3923s      mean=0.517 LLR=+0.33 [CONTINUE]
 359 games  +107 =158 -94   +13 Elo +/- 27   3fold=116 (32%)   3932s      mean=0.518 LLR=+0.37 [CONTINUE]
 360 games  +108 =158 -94   +14 Elo +/- 27   3fold=116 (32%)   3938s      mean=0.519 LLR=+0.41 [CONTINUE]
 361 games  +109 =158 -94   +14 Elo +/- 27   3fold=116 (32%)   3956s      mean=0.521 LLR=+0.45 [CONTINUE]
 362 games  +110 =158 -94   +15 Elo +/- 27   3fold=116 (32%)   3961s      mean=0.522 LLR=+0.49 [CONTINUE]
 363 games  +110 =159 -94   +15 Elo +/- 27   3fold=117 (32%)   3971s      mean=0.522 LLR=+0.49 [CONTINUE]
 364 games  +110 =159 -95   +14 Elo +/- 27   3fold=117 (32%)   3982s      mean=0.521 LLR=+0.44 [CONTINUE]
 365 games  +110 =160 -95   +14 Elo +/- 27   3fold=118 (32%)   3987s      mean=0.521 LLR=+0.44 [CONTINUE]
 366 games  +110 =161 -95   +14 Elo +/- 27   3fold=119 (33%)   4001s      mean=0.520 LLR=+0.44 [CONTINUE]
 367 games  +110 =161 -96   +13 Elo +/- 27   3fold=119 (32%)   4015s      mean=0.519 LLR=+0.40 [CONTINUE]
 368 games  +111 =161 -96   +14 Elo +/- 27   3fold=119 (32%)   4019s      mean=0.520 LLR=+0.44 [CONTINUE]
 369 games  +112 =161 -96   +15 Elo +/- 27   3fold=119 (32%)   4032s      mean=0.522 LLR=+0.48 [CONTINUE]
 370 games  +112 =161 -97   +14 Elo +/- 27   3fold=119 (32%)   4047s      mean=0.520 LLR=+0.44 [CONTINUE]
 371 games  +112 =162 -97   +14 Elo +/- 27   3fold=120 (32%)   4053s      mean=0.520 LLR=+0.44 [CONTINUE]
 372 games  +112 =163 -97   +14 Elo +/- 27   3fold=121 (33%)   4062s      mean=0.520 LLR=+0.44 [CONTINUE]
 373 games  +112 =164 -97   +14 Elo +/- 26   3fold=122 (33%)   4075s      mean=0.520 LLR=+0.44 [CONTINUE]
 374 games  +112 =165 -97   +14 Elo +/- 26   3fold=123 (33%)   4086s      mean=0.520 LLR=+0.44 [CONTINUE]
 375 games  +112 =165 -98   +13 Elo +/- 26   3fold=123 (33%)   4094s      mean=0.519 LLR=+0.40 [CONTINUE]
 376 games  +112 =166 -98   +13 Elo +/- 26   3fold=123 (33%)   4112s      mean=0.519 LLR=+0.40 [CONTINUE]
 377 games  +112 =167 -98   +13 Elo +/- 26   3fold=124 (33%)   4113s      mean=0.519 LLR=+0.40 [CONTINUE]
 378 games  +112 =167 -99   +12 Elo +/- 26   3fold=124 (33%)   4124s      mean=0.517 LLR=+0.36 [CONTINUE]
 379 games  +112 =168 -99   +12 Elo +/- 26   3fold=125 (33%)   4138s      mean=0.517 LLR=+0.36 [CONTINUE]
 380 games  +113 =168 -99   +13 Elo +/- 26   3fold=125 (33%)   4147s      mean=0.518 LLR=+0.40 [CONTINUE]
 381 games  +113 =169 -99   +13 Elo +/- 26   3fold=126 (33%)   4162s      mean=0.518 LLR=+0.40 [CONTINUE]
 382 games  +113 =170 -99   +13 Elo +/- 26   3fold=127 (33%)   4177s      mean=0.518 LLR=+0.40 [CONTINUE]
 383 games  +113 =171 -99   +13 Elo +/- 26   3fold=127 (33%)   4177s      mean=0.518 LLR=+0.40 [CONTINUE]
 384 games  +113 =171 -100   +12 Elo +/- 26   3fold=127 (33%)   4194s      mean=0.517 LLR=+0.36 [CONTINUE]
 385 games  +113 =172 -100   +12 Elo +/- 26   3fold=128 (33%)   4209s      mean=0.517 LLR=+0.36 [CONTINUE]
 386 games  +113 =172 -101   +11 Elo +/- 26   3fold=128 (33%)   4210s      mean=0.516 LLR=+0.31 [CONTINUE]
 387 games  +113 =173 -101   +11 Elo +/- 26   3fold=129 (33%)   4226s      mean=0.516 LLR=+0.31 [CONTINUE]
 388 games  +113 =173 -102   +10 Elo +/- 26   3fold=129 (33%)   4234s      mean=0.514 LLR=+0.27 [CONTINUE]
 389 games  +113 =173 -103   +9 Elo +/- 26   3fold=129 (33%)   4244s      mean=0.513 LLR=+0.23 [CONTINUE]
 390 games  +113 =174 -103   +9 Elo +/- 26   3fold=130 (33%)   4260s      mean=0.513 LLR=+0.23 [CONTINUE]
 391 games  +114 =174 -103   +10 Elo +/- 26   3fold=130 (33%)   4266s      mean=0.514 LLR=+0.27 [CONTINUE]
 392 games  +114 =175 -103   +10 Elo +/- 26   3fold=131 (33%)   4269s      mean=0.514 LLR=+0.27 [CONTINUE]
 393 games  +114 =176 -103   +10 Elo +/- 26   3fold=132 (34%)   4300s      mean=0.514 LLR=+0.27 [CONTINUE]
 394 games  +114 =177 -103   +10 Elo +/- 26   3fold=133 (34%)   4301s      mean=0.514 LLR=+0.27 [CONTINUE]
 395 games  +114 =178 -103   +10 Elo +/- 25   3fold=133 (34%)   4314s      mean=0.514 LLR=+0.27 [CONTINUE]
 396 games  +114 =178 -104   +9 Elo +/- 25   3fold=133 (34%)   4325s      mean=0.513 LLR=+0.23 [CONTINUE]
 397 games  +115 =178 -104   +10 Elo +/- 25   3fold=133 (34%)   4332s      mean=0.514 LLR=+0.27 [CONTINUE]
 398 games  +115 =179 -104   +10 Elo +/- 25   3fold=133 (33%)   4348s      mean=0.514 LLR=+0.27 [CONTINUE]
 399 games  +115 =179 -105   +9 Elo +/- 25   3fold=133 (33%)   4358s      mean=0.513 LLR=+0.23 [CONTINUE]
 400 games  +115 =180 -105   +9 Elo +/- 25   3fold=134 (34%)   4370s      mean=0.512 LLR=+0.23 [CONTINUE]
 401 games  +115 =180 -106   +8 Elo +/- 25   3fold=134 (33%)   4382s      mean=0.511 LLR=+0.18 [CONTINUE]
 402 games  +115 =181 -106   +8 Elo +/- 25   3fold=134 (33%)   4393s      mean=0.511 LLR=+0.18 [CONTINUE]
 403 games  +115 =181 -107   +7 Elo +/- 25   3fold=134 (33%)   4418s      mean=0.510 LLR=+0.14 [CONTINUE]
 404 games  +116 =181 -107   +8 Elo +/- 25   3fold=134 (33%)   4421s      mean=0.511 LLR=+0.18 [CONTINUE]
 405 games  +116 =182 -107   +8 Elo +/- 25   3fold=134 (33%)   4422s      mean=0.511 LLR=+0.18 [CONTINUE]
 406 games  +116 =182 -108   +7 Elo +/- 25   3fold=134 (33%)   4448s      mean=0.510 LLR=+0.14 [CONTINUE]
 407 games  +117 =182 -108   +8 Elo +/- 25   3fold=134 (33%)   4456s      mean=0.511 LLR=+0.18 [CONTINUE]
 408 games  +118 =182 -108   +9 Elo +/- 25   3fold=134 (33%)   4458s      mean=0.512 LLR=+0.22 [CONTINUE]
 409 games  +118 =182 -109   +8 Elo +/- 25   3fold=134 (33%)   4479s      mean=0.511 LLR=+0.18 [CONTINUE]
 410 games  +118 =182 -110   +7 Elo +/- 25   3fold=134 (33%)   4487s      mean=0.510 LLR=+0.14 [CONTINUE]
 411 games  +119 =182 -110   +8 Elo +/- 25   3fold=134 (33%)   4489s      mean=0.511 LLR=+0.18 [CONTINUE]
 412 games  +119 =182 -111   +7 Elo +/- 25   3fold=134 (33%)   4511s      mean=0.510 LLR=+0.13 [CONTINUE]
 413 games  +120 =182 -111   +8 Elo +/- 25   3fold=134 (32%)   4516s      mean=0.511 LLR=+0.17 [CONTINUE]
 414 games  +120 =183 -111   +8 Elo +/- 25   3fold=135 (33%)   4524s      mean=0.511 LLR=+0.17 [CONTINUE]
 415 games  +120 =183 -112   +7 Elo +/- 25   3fold=135 (33%)   4539s      mean=0.510 LLR=+0.13 [CONTINUE]
 416 games  +120 =184 -112   +7 Elo +/- 25   3fold=136 (33%)   4549s      mean=0.510 LLR=+0.13 [CONTINUE]
 417 games  +120 =185 -112   +7 Elo +/- 25   3fold=137 (33%)   4554s      mean=0.510 LLR=+0.13 [CONTINUE]
 418 games  +120 =186 -112   +7 Elo +/- 25   3fold=138 (33%)   4562s      mean=0.510 LLR=+0.13 [CONTINUE]
