openings: 400 positions from tests/openings_gen.fen
gauntlet: agent@engine vs agent@checkpoints/syzygy | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 6 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   147s      mean=0.500 LLR=+0.00 (game LLR=+0.00) [CONTINUE]
 181 games  +36 =115 -30   +12 Elo +/- 31   3fold=108 (60%)   1023s      mean=0.517 LLR=+0.40 (game LLR=+0.25) [CONTINUE]
 182 games  +37 =115 -30   +13 Elo +/- 31   3fold=108 (59%)   1026s      mean=0.519 LLR=+0.40 (game LLR=+0.31) [CONTINUE]
 183 games  +37 =115 -31   +11 Elo +/- 31   3fold=108 (59%)   1027s      mean=0.516 LLR=+0.46 (game LLR=+0.24) [CONTINUE]
 184 games  +37 =116 -31   +11 Elo +/- 31   3fold=109 (59%)   1034s      mean=0.516 LLR=+0.31 (game LLR=+0.24) [CONTINUE]
 185 games  +37 =116 -32   +9 Elo +/- 31   3fold=109 (59%)   1046s      mean=0.514 LLR=+0.31 (game LLR=+0.18) [CONTINUE]
 186 games  +37 =117 -32   +9 Elo +/- 30   3fold=110 (59%)   1048s      mean=0.513 LLR=+0.31 (game LLR=+0.18) [CONTINUE]
 187 games  +38 =117 -32   +11 Elo +/- 31   3fold=110 (59%)   1050s      mean=0.516 LLR=+0.31 (game LLR=+0.24) [CONTINUE]
 188 games  +38 =117 -33   +9 Elo +/- 31   3fold=110 (59%)   1058s      mean=0.513 LLR=+0.31 (game LLR=+0.17) [CONTINUE]
 189 games  +38 =117 -34   +7 Elo +/- 31   3fold=110 (58%)   1058s      mean=0.511 LLR=+0.31 (game LLR=+0.11) [CONTINUE]
 190 games  +38 =117 -35   +5 Elo +/- 31   3fold=110 (58%)   1063s      mean=0.508 LLR=+0.31 (game LLR=+0.05) [CONTINUE]
 191 games  +39 =117 -35   +7 Elo +/- 31   3fold=110 (58%)   1075s      mean=0.510 LLR=+0.24 (game LLR=+0.11) [CONTINUE]
 192 games  +39 =118 -35   +7 Elo +/- 31   3fold=111 (58%)   1076s      mean=0.510 LLR=+0.25 (game LLR=+0.11) [CONTINUE]
 193 games  +40 =118 -35   +9 Elo +/- 31   3fold=111 (58%)   1078s      mean=0.513 LLR=+0.25 (game LLR=+0.16) [CONTINUE]
 194 games  +41 =118 -35   +11 Elo +/- 31   3fold=111 (57%)   1091s      mean=0.515 LLR=+0.25 (game LLR=+0.22) [CONTINUE]
 195 games  +41 =119 -35   +11 Elo +/- 31   3fold=112 (57%)   1095s      mean=0.515 LLR=+0.25 (game LLR=+0.22) [CONTINUE]
 196 games  +42 =119 -35   +12 Elo +/- 31   3fold=112 (57%)   1096s      mean=0.518 LLR=+0.25 (game LLR=+0.28) [CONTINUE]
 197 games  +42 =120 -35   +12 Elo +/- 30   3fold=113 (57%)   1105s      mean=0.518 LLR=+0.25 (game LLR=+0.28) [CONTINUE]
 198 games  +42 =121 -35   +12 Elo +/- 30   3fold=114 (58%)   1108s      mean=0.518 LLR=+0.25 (game LLR=+0.28) [CONTINUE]
 199 games  +42 =122 -35   +12 Elo +/- 30   3fold=115 (58%)   1112s      mean=0.518 LLR=+0.25 (game LLR=+0.28) [CONTINUE]
 200 games  +42 =123 -35   +12 Elo +/- 30   3fold=116 (58%)   1118s      mean=0.517 LLR=+0.31 (game LLR=+0.28) [CONTINUE]
 201 games  +42 =123 -36   +10 Elo +/- 30   3fold=116 (58%)   1122s      mean=0.515 LLR=+0.31 (game LLR=+0.22) [CONTINUE]
 202 games  +43 =123 -36   +12 Elo +/- 30   3fold=116 (57%)   1128s      mean=0.517 LLR=+0.24 (game LLR=+0.28) [CONTINUE]
 203 games  +43 =124 -36   +12 Elo +/- 30   3fold=117 (58%)   1135s      mean=0.517 LLR=+0.24 (game LLR=+0.28) [CONTINUE]
 204 games  +44 =124 -36   +14 Elo +/- 30   3fold=117 (57%)   1136s      mean=0.520 LLR=+0.24 (game LLR=+0.33) [CONTINUE]
 205 games  +44 =125 -36   +14 Elo +/- 30   3fold=118 (58%)   1143s      mean=0.520 LLR=+0.31 (game LLR=+0.33) [CONTINUE]
 206 games  +44 =126 -36   +13 Elo +/- 30   3fold=119 (58%)   1150s      mean=0.519 LLR=+0.31 (game LLR=+0.33) [CONTINUE]
 207 games  +44 =127 -36   +13 Elo +/- 29   3fold=120 (58%)   1151s      mean=0.519 LLR=+0.37 (game LLR=+0.34) [CONTINUE]
 208 games  +44 =128 -36   +13 Elo +/- 29   3fold=120 (58%)   1151s      mean=0.519 LLR=+0.37 (game LLR=+0.34) [CONTINUE]
 209 games  +45 =128 -36   +15 Elo +/- 29   3fold=120 (57%)   1166s      mean=0.522 LLR=+0.37 (game LLR=+0.39) [CONTINUE]
 210 games  +45 =129 -36   +15 Elo +/- 29   3fold=121 (58%)   1167s      mean=0.521 LLR=+0.37 (game LLR=+0.39) [CONTINUE]
 211 games  +46 =129 -36   +16 Elo +/- 29   3fold=121 (57%)   1172s      mean=0.524 LLR=+0.37 (game LLR=+0.45) [CONTINUE]
 212 games  +46 =130 -36   +16 Elo +/- 29   3fold=122 (58%)   1177s      mean=0.524 LLR=+0.44 (game LLR=+0.45) [CONTINUE]
 213 games  +46 =130 -37   +15 Elo +/- 29   3fold=122 (57%)   1178s      mean=0.521 LLR=+0.44 (game LLR=+0.39) [CONTINUE]
 214 games  +46 =131 -37   +15 Elo +/- 29   3fold=123 (57%)   1179s      mean=0.521 LLR=+0.44 (game LLR=+0.39) [CONTINUE]
 215 games  +46 =132 -37   +15 Elo +/- 29   3fold=124 (58%)   1195s      mean=0.521 LLR=+0.44 (game LLR=+0.39) [CONTINUE]
 216 games  +46 =132 -38   +13 Elo +/- 29   3fold=124 (57%)   1197s      mean=0.519 LLR=+0.51 (game LLR=+0.33) [CONTINUE]
 217 games  +46 =133 -38   +13 Elo +/- 29   3fold=125 (58%)   1200s      mean=0.518 LLR=+0.43 (game LLR=+0.33) [CONTINUE]
 218 games  +46 =133 -39   +11 Elo +/- 29   3fold=125 (57%)   1208s      mean=0.516 LLR=+0.43 (game LLR=+0.27) [CONTINUE]
 219 games  +47 =133 -39   +13 Elo +/- 29   3fold=125 (57%)   1211s      mean=0.518 LLR=+0.29 (game LLR=+0.32) [CONTINUE]
 220 games  +48 =133 -39   +14 Elo +/- 29   3fold=125 (57%)   1211s      mean=0.520 LLR=+0.29 (game LLR=+0.38) [CONTINUE]
 221 games  +49 =133 -39   +16 Elo +/- 29   3fold=125 (57%)   1226s      mean=0.523 LLR=+0.35 (game LLR=+0.43) [CONTINUE]
 222 games  +50 =133 -39   +17 Elo +/- 29   3fold=125 (56%)   1226s      mean=0.525 LLR=+0.35 (game LLR=+0.49) [CONTINUE]
 223 games  +51 =133 -39   +19 Elo +/- 29   3fold=125 (56%)   1229s      mean=0.527 LLR=+0.41 (game LLR=+0.54) [CONTINUE]
 224 games  +51 =134 -39   +19 Elo +/- 29   3fold=126 (56%)   1236s      mean=0.527 LLR=+0.41 (game LLR=+0.54) [CONTINUE]
 225 games  +51 =135 -39   +19 Elo +/- 29   3fold=127 (56%)   1238s      mean=0.527 LLR=+0.41 (game LLR=+0.55) [CONTINUE]
 226 games  +52 =135 -39   +20 Elo +/- 29   3fold=127 (56%)   1243s      mean=0.529 LLR=+0.47 (game LLR=+0.60) [CONTINUE]
 227 games  +52 =136 -39   +20 Elo +/- 29   3fold=128 (56%)   1251s      mean=0.529 LLR=+0.47 (game LLR=+0.60) [CONTINUE]
 228 games  +53 =136 -39   +21 Elo +/- 29   3fold=128 (56%)   1256s      mean=0.531 LLR=+0.53 (game LLR=+0.66) [CONTINUE]
 229 games  +53 =137 -39   +21 Elo +/- 29   3fold=129 (56%)   1258s      mean=0.531 LLR=+0.53 (game LLR=+0.66) [CONTINUE]
 230 games  +54 =137 -39   +23 Elo +/- 29   3fold=129 (56%)   1261s      mean=0.533 LLR=+0.53 (game LLR=+0.71) [CONTINUE]
 231 games  +54 =138 -39   +23 Elo +/- 28   3fold=130 (56%)   1270s      mean=0.532 LLR=+0.63 (game LLR=+0.71) [CONTINUE]
 232 games  +54 =139 -39   +22 Elo +/- 28   3fold=131 (56%)   1272s      mean=0.532 LLR=+0.64 (game LLR=+0.72) [CONTINUE]
 233 games  +54 =140 -39   +22 Elo +/- 28   3fold=132 (57%)   1280s      mean=0.532 LLR=+0.70 (game LLR=+0.72) [CONTINUE]
 234 games  +54 =140 -40   +21 Elo +/- 28   3fold=132 (56%)   1283s      mean=0.530 LLR=+0.70 (game LLR=+0.65) [CONTINUE]
 235 games  +54 =141 -40   +21 Elo +/- 28   3fold=133 (57%)   1286s      mean=0.530 LLR=+0.70 (game LLR=+0.66) [CONTINUE]
 236 games  +55 =141 -40   +22 Elo +/- 28   3fold=133 (56%)   1291s      mean=0.532 LLR=+0.71 (game LLR=+0.71) [CONTINUE]
 237 games  +56 =141 -40   +23 Elo +/- 28   3fold=133 (56%)   1305s      mean=0.534 LLR=+0.71 (game LLR=+0.76) [CONTINUE]
 238 games  +57 =141 -40   +25 Elo +/- 28   3fold=133 (56%)   1310s      mean=0.536 LLR=+0.71 (game LLR=+0.82) [CONTINUE]
 239 games  +57 =142 -40   +25 Elo +/- 28   3fold=134 (56%)   1311s      mean=0.536 LLR=+0.77 (game LLR=+0.82) [CONTINUE]
 240 games  +57 =143 -40   +25 Elo +/- 28   3fold=135 (56%)   1312s      mean=0.535 LLR=+0.77 (game LLR=+0.82) [CONTINUE]
 241 games  +57 =144 -40   +25 Elo +/- 28   3fold=136 (56%)   1312s      mean=0.535 LLR=+0.77 (game LLR=+0.82) [CONTINUE]
 242 games  +57 =145 -40   +24 Elo +/- 28   3fold=137 (57%)   1317s      mean=0.535 LLR=+0.77 (game LLR=+0.83) [CONTINUE]
 243 games  +57 =145 -41   +23 Elo +/- 28   3fold=137 (56%)   1328s      mean=0.533 LLR=+0.83 (game LLR=+0.76) [CONTINUE]
 244 games  +57 =145 -42   +21 Elo +/- 28   3fold=137 (56%)   1336s      mean=0.531 LLR=+0.83 (game LLR=+0.70) [CONTINUE]
 245 games  +58 =145 -42   +23 Elo +/- 28   3fold=137 (56%)   1342s      mean=0.533 LLR=+0.83 (game LLR=+0.75) [CONTINUE]
 246 games  +58 =146 -42   +23 Elo +/- 28   3fold=138 (56%)   1343s      mean=0.533 LLR=+0.89 (game LLR=+0.75) [CONTINUE]
 247 games  +58 =147 -42   +23 Elo +/- 28   3fold=139 (56%)   1345s      mean=0.532 LLR=+0.90 (game LLR=+0.76) [CONTINUE]
 248 games  +58 =148 -42   +22 Elo +/- 27   3fold=139 (56%)   1353s      mean=0.532 LLR=+0.90 (game LLR=+0.76) [CONTINUE]
 249 games  +58 =148 -43   +21 Elo +/- 28   3fold=139 (56%)   1358s      mean=0.530 LLR=+0.91 (game LLR=+0.69) [CONTINUE]
 250 games  +58 =149 -43   +21 Elo +/- 27   3fold=140 (56%)   1364s      mean=0.530 LLR=+0.91 (game LLR=+0.70) [CONTINUE]
 251 games  +58 =150 -43   +21 Elo +/- 27   3fold=141 (56%)   1375s      mean=0.530 LLR=+0.83 (game LLR=+0.70) [CONTINUE]
 252 games  +58 =151 -43   +21 Elo +/- 27   3fold=142 (56%)   1375s      mean=0.530 LLR=+0.83 (game LLR=+0.70) [CONTINUE]
 253 games  +58 =151 -44   +19 Elo +/- 27   3fold=142 (56%)   1377s      mean=0.528 LLR=+0.84 (game LLR=+0.64) [CONTINUE]
 254 games  +58 =152 -44   +19 Elo +/- 27   3fold=143 (56%)   1380s      mean=0.528 LLR=+0.84 (game LLR=+0.64) [CONTINUE]
 255 games  +58 =152 -45   +18 Elo +/- 27   3fold=143 (56%)   1391s      mean=0.525 LLR=+0.84 (game LLR=+0.58) [CONTINUE]
 256 games  +58 =153 -45   +18 Elo +/- 27   3fold=144 (56%)   1393s      mean=0.525 LLR=+0.68 (game LLR=+0.58) [CONTINUE]
 257 games  +59 =153 -45   +19 Elo +/- 27   3fold=144 (56%)   1403s      mean=0.527 LLR=+0.68 (game LLR=+0.63) [CONTINUE]
 258 games  +60 =153 -45   +20 Elo +/- 27   3fold=144 (56%)   1405s      mean=0.529 LLR=+0.74 (game LLR=+0.69) [CONTINUE]
 259 games  +60 =154 -45   +20 Elo +/- 27   3fold=145 (56%)   1408s      mean=0.529 LLR=+0.75 (game LLR=+0.69) [CONTINUE]
 260 games  +60 =154 -46   +19 Elo +/- 27   3fold=145 (56%)   1409s      mean=0.527 LLR=+0.75 (game LLR=+0.63) [CONTINUE]
 261 games  +61 =154 -46   +20 Elo +/- 27   3fold=145 (56%)   1420s      mean=0.529 LLR=+0.75 (game LLR=+0.68) [CONTINUE]
 262 games  +61 =155 -46   +20 Elo +/- 27   3fold=146 (56%)   1422s      mean=0.529 LLR=+0.75 (game LLR=+0.68) [CONTINUE]
 263 games  +61 =156 -46   +20 Elo +/- 27   3fold=147 (56%)   1433s      mean=0.529 LLR=+0.75 (game LLR=+0.68) [CONTINUE]
 264 games  +61 =157 -46   +20 Elo +/- 27   3fold=148 (56%)   1433s      mean=0.528 LLR=+0.75 (game LLR=+0.68) [CONTINUE]
 265 games  +62 =157 -46   +21 Elo +/- 27   3fold=148 (56%)   1436s      mean=0.530 LLR=+0.75 (game LLR=+0.74) [CONTINUE]
 266 games  +62 =158 -46   +21 Elo +/- 27   3fold=149 (56%)   1436s      mean=0.530 LLR=+0.75 (game LLR=+0.74) [CONTINUE]
 267 games  +62 =158 -47   +20 Elo +/- 27   3fold=149 (56%)   1448s      mean=0.528 LLR=+0.69 (game LLR=+0.68) [CONTINUE]
 268 games  +62 =159 -47   +19 Elo +/- 27   3fold=150 (56%)   1451s      mean=0.528 LLR=+0.69 (game LLR=+0.68) [CONTINUE]
 269 games  +62 =159 -48   +18 Elo +/- 27   3fold=150 (56%)   1461s      mean=0.526 LLR=+0.75 (game LLR=+0.62) [CONTINUE]
 270 games  +62 =160 -48   +18 Elo +/- 26   3fold=151 (56%)   1465s      mean=0.526 LLR=+0.68 (game LLR=+0.62) [CONTINUE]
 271 games  +62 =161 -48   +18 Elo +/- 26   3fold=152 (56%)   1467s      mean=0.526 LLR=+0.68 (game LLR=+0.62) [CONTINUE]
 272 games  +62 =162 -48   +18 Elo +/- 26   3fold=153 (56%)   1469s      mean=0.526 LLR=+0.74 (game LLR=+0.62) [CONTINUE]
 273 games  +62 =163 -48   +18 Elo +/- 26   3fold=154 (56%)   1474s      mean=0.526 LLR=+0.74 (game LLR=+0.62) [CONTINUE]
 274 games  +62 =164 -48   +18 Elo +/- 26   3fold=155 (57%)   1483s      mean=0.526 LLR=+0.68 (game LLR=+0.63) [CONTINUE]
 275 games  +62 =165 -48   +18 Elo +/- 26   3fold=155 (56%)   1493s      mean=0.525 LLR=+0.68 (game LLR=+0.63) [CONTINUE]
 276 games  +62 =165 -49   +16 Elo +/- 26   3fold=155 (56%)   1494s      mean=0.524 LLR=+0.68 (game LLR=+0.57) [CONTINUE]
 277 games  +62 =165 -50   +15 Elo +/- 26   3fold=155 (56%)   1498s      mean=0.522 LLR=+0.68 (game LLR=+0.50) [CONTINUE]
 278 games  +62 =166 -50   +15 Elo +/- 26   3fold=156 (56%)   1503s      mean=0.522 LLR=+0.61 (game LLR=+0.51) [CONTINUE]
 279 games  +62 =166 -51   +14 Elo +/- 26   3fold=156 (56%)   1504s      mean=0.520 LLR=+0.61 (game LLR=+0.44) [CONTINUE]
 280 games  +62 =167 -51   +14 Elo +/- 26   3fold=157 (56%)   1512s      mean=0.520 LLR=+0.61 (game LLR=+0.45) [CONTINUE]
 281 games  +63 =167 -51   +15 Elo +/- 26   3fold=157 (56%)   1522s      mean=0.521 LLR=+0.61 (game LLR=+0.50) [CONTINUE]
 282 games  +63 =168 -51   +15 Elo +/- 26   3fold=158 (56%)   1524s      mean=0.521 LLR=+0.62 (game LLR=+0.50) [CONTINUE]
 283 games  +63 =168 -52   +14 Elo +/- 26   3fold=158 (56%)   1530s      mean=0.519 LLR=+0.62 (game LLR=+0.44) [CONTINUE]
 284 games  +63 =168 -53   +12 Elo +/- 26   3fold=158 (56%)   1530s      mean=0.518 LLR=+0.62 (game LLR=+0.38) [CONTINUE]
 285 games  +64 =168 -53   +13 Elo +/- 26   3fold=158 (55%)   1538s      mean=0.519 LLR=+0.55 (game LLR=+0.43) [CONTINUE]
 286 games  +65 =168 -53   +15 Elo +/- 26   3fold=158 (55%)   1541s      mean=0.521 LLR=+0.55 (game LLR=+0.49) [CONTINUE]
 287 games  +65 =169 -53   +15 Elo +/- 26   3fold=159 (55%)   1547s      mean=0.521 LLR=+0.55 (game LLR=+0.49) [CONTINUE]
 288 games  +65 =170 -53   +14 Elo +/- 26   3fold=160 (56%)   1547s      mean=0.521 LLR=+0.55 (game LLR=+0.49) [CONTINUE]
 289 games  +65 =171 -53   +14 Elo +/- 26   3fold=161 (56%)   1560s      mean=0.521 LLR=+0.55 (game LLR=+0.49) [CONTINUE]
 290 games  +65 =172 -53   +14 Elo +/- 26   3fold=162 (56%)   1564s      mean=0.521 LLR=+0.55 (game LLR=+0.49) [CONTINUE]
 291 games  +65 =173 -53   +14 Elo +/- 25   3fold=163 (56%)   1570s      mean=0.521 LLR=+0.49 (game LLR=+0.49) [CONTINUE]
 292 games  +66 =173 -53   +15 Elo +/- 25   3fold=163 (56%)   1570s      mean=0.522 LLR=+0.49 (game LLR=+0.55) [CONTINUE]
 293 games  +66 =174 -53   +15 Elo +/- 25   3fold=164 (56%)   1572s      mean=0.522 LLR=+0.60 (game LLR=+0.55) [CONTINUE]
 294 games  +66 =175 -53   +15 Elo +/- 25   3fold=165 (56%)   1579s      mean=0.522 LLR=+0.60 (game LLR=+0.55) [CONTINUE]
 295 games  +66 =175 -54   +14 Elo +/- 25   3fold=165 (56%)   1593s      mean=0.520 LLR=+0.60 (game LLR=+0.49) [CONTINUE]
 296 games  +66 =175 -55   +13 Elo +/- 25   3fold=165 (56%)   1595s      mean=0.519 LLR=+0.53 (game LLR=+0.43) [CONTINUE]
 297 games  +67 =175 -55   +14 Elo +/- 25   3fold=165 (56%)   1595s      mean=0.520 LLR=+0.53 (game LLR=+0.48) [CONTINUE]
 298 games  +67 =176 -55   +14 Elo +/- 25   3fold=166 (56%)   1596s      mean=0.520 LLR=+0.53 (game LLR=+0.48) [CONTINUE]
 299 games  +67 =177 -55   +14 Elo +/- 25   3fold=167 (56%)   1606s      mean=0.520 LLR=+0.54 (game LLR=+0.48) [CONTINUE]
 300 games  +67 =178 -55   +14 Elo +/- 25   3fold=168 (56%)   1609s      mean=0.520 LLR=+0.54 (game LLR=+0.49) [CONTINUE]
 301 games  +67 =179 -55   +14 Elo +/- 25   3fold=169 (56%)   1621s      mean=0.520 LLR=+0.54 (game LLR=+0.49) [CONTINUE]
 302 games  +67 =180 -55   +14 Elo +/- 25   3fold=170 (56%)   1622s      mean=0.520 LLR=+0.54 (game LLR=+0.49) [CONTINUE]
 303 games  +67 =181 -55   +14 Elo +/- 25   3fold=171 (56%)   1627s      mean=0.520 LLR=+0.54 (game LLR=+0.49) [CONTINUE]
 304 games  +68 =181 -55   +15 Elo +/- 25   3fold=171 (56%)   1632s      mean=0.521 LLR=+0.60 (game LLR=+0.54) [CONTINUE]
 305 games  +68 =182 -55   +15 Elo +/- 25   3fold=172 (56%)   1637s      mean=0.521 LLR=+0.60 (game LLR=+0.54) [CONTINUE]
 306 games  +69 =182 -55   +16 Elo +/- 25   3fold=172 (56%)   1640s      mean=0.523 LLR=+0.60 (game LLR=+0.60) [CONTINUE]
 307 games  +69 =183 -55   +16 Elo +/- 25   3fold=173 (56%)   1649s      mean=0.523 LLR=+0.66 (game LLR=+0.60) [CONTINUE]
 308 games  +69 =183 -56   +15 Elo +/- 25   3fold=173 (56%)   1650s      mean=0.521 LLR=+0.67 (game LLR=+0.54) [CONTINUE]
 309 games  +69 =184 -56   +15 Elo +/- 25   3fold=174 (56%)   1659s      mean=0.521 LLR=+0.60 (game LLR=+0.54) [CONTINUE]
 310 games  +69 =185 -56   +15 Elo +/- 25   3fold=175 (56%)   1661s      mean=0.521 LLR=+0.60 (game LLR=+0.54) [CONTINUE]
 311 games  +69 =186 -56   +15 Elo +/- 25   3fold=176 (57%)   1668s      mean=0.521 LLR=+0.60 (game LLR=+0.54) [CONTINUE]
 312 games  +70 =186 -56   +16 Elo +/- 25   3fold=176 (56%)   1673s      mean=0.522 LLR=+0.60 (game LLR=+0.60) [CONTINUE]
 313 games  +70 =186 -57   +14 Elo +/- 25   3fold=176 (56%)   1680s      mean=0.521 LLR=+0.60 (game LLR=+0.54) [CONTINUE]
 314 games  +71 =186 -57   +16 Elo +/- 25   3fold=176 (56%)   1683s      mean=0.522 LLR=+0.60 (game LLR=+0.59) [CONTINUE]
 315 games  +71 =187 -57   +15 Elo +/- 24   3fold=177 (56%)   1689s      mean=0.522 LLR=+0.60 (game LLR=+0.59) [CONTINUE]
 316 games  +71 =187 -58   +14 Elo +/- 25   3fold=177 (56%)   1689s      mean=0.521 LLR=+0.60 (game LLR=+0.53) [CONTINUE]
 317 games  +71 =188 -58   +14 Elo +/- 24   3fold=178 (56%)   1690s      mean=0.521 LLR=+0.53 (game LLR=+0.53) [CONTINUE]
 318 games  +71 =189 -58   +14 Elo +/- 24   3fold=179 (56%)   1709s      mean=0.520 LLR=+0.54 (game LLR=+0.53) [CONTINUE]
 319 games  +71 =190 -58   +14 Elo +/- 24   3fold=180 (56%)   1714s      mean=0.520 LLR=+0.47 (game LLR=+0.53) [CONTINUE]
 320 games  +71 =190 -59   +13 Elo +/- 24   3fold=180 (56%)   1716s      mean=0.519 LLR=+0.53 (game LLR=+0.47) [CONTINUE]
 321 games  +71 =191 -59   +13 Elo +/- 24   3fold=181 (56%)   1719s      mean=0.519 LLR=+0.53 (game LLR=+0.47) [CONTINUE]
 322 games  +71 =191 -60   +12 Elo +/- 24   3fold=181 (56%)   1720s      mean=0.517 LLR=+0.53 (game LLR=+0.41) [CONTINUE]
 323 games  +72 =191 -60   +13 Elo +/- 24   3fold=181 (56%)   1723s      mean=0.519 LLR=+0.53 (game LLR=+0.47) [CONTINUE]
 324 games  +73 =191 -60   +14 Elo +/- 24   3fold=181 (56%)   1739s      mean=0.520 LLR=+0.53 (game LLR=+0.52) [CONTINUE]
 325 games  +74 =191 -60   +15 Elo +/- 24   3fold=181 (56%)   1743s      mean=0.522 LLR=+0.53 (game LLR=+0.58) [CONTINUE]
 326 games  +74 =192 -60   +15 Elo +/- 24   3fold=182 (56%)   1747s      mean=0.521 LLR=+0.53 (game LLR=+0.58) [CONTINUE]
 327 games  +75 =192 -60   +16 Elo +/- 24   3fold=182 (56%)   1748s      mean=0.523 LLR=+0.53 (game LLR=+0.63) [CONTINUE]
 328 games  +75 =192 -61   +15 Elo +/- 24   3fold=182 (55%)   1752s      mean=0.521 LLR=+0.53 (game LLR=+0.57) [CONTINUE]
 329 games  +75 =193 -61   +15 Elo +/- 24   3fold=183 (56%)   1761s      mean=0.521 LLR=+0.47 (game LLR=+0.57) [CONTINUE]
 330 games  +75 =193 -62   +14 Elo +/- 24   3fold=183 (55%)   1766s      mean=0.520 LLR=+0.53 (game LLR=+0.51) [CONTINUE]
 331 games  +75 =194 -62   +14 Elo +/- 24   3fold=184 (56%)   1771s      mean=0.520 LLR=+0.53 (game LLR=+0.51) [CONTINUE]
 332 games  +75 =194 -63   +13 Elo +/- 24   3fold=184 (55%)   1776s      mean=0.518 LLR=+0.59 (game LLR=+0.45) [CONTINUE]
 333 games  +75 =194 -64   +11 Elo +/- 24   3fold=184 (55%)   1778s      mean=0.517 LLR=+0.59 (game LLR=+0.40) [CONTINUE]
 334 games  +76 =194 -64   +12 Elo +/- 24   3fold=184 (55%)   1781s      mean=0.518 LLR=+0.52 (game LLR=+0.45) [CONTINUE]
 335 games  +76 =195 -64   +12 Elo +/- 24   3fold=185 (55%)   1784s      mean=0.518 LLR=+0.52 (game LLR=+0.45) [CONTINUE]
 336 games  +76 =196 -64   +12 Elo +/- 24   3fold=186 (55%)   1798s      mean=0.518 LLR=+0.52 (game LLR=+0.45) [CONTINUE]
 337 games  +76 =196 -65   +11 Elo +/- 24   3fold=186 (55%)   1801s      mean=0.516 LLR=+0.52 (game LLR=+0.39) [CONTINUE]
 338 games  +76 =197 -65   +11 Elo +/- 24   3fold=187 (55%)   1806s      mean=0.516 LLR=+0.52 (game LLR=+0.39) [CONTINUE]
 339 games  +76 =198 -65   +11 Elo +/- 24   3fold=188 (55%)   1812s      mean=0.516 LLR=+0.52 (game LLR=+0.39) [CONTINUE]
 340 games  +76 =198 -66   +10 Elo +/- 24   3fold=188 (55%)   1818s      mean=0.515 LLR=+0.46 (game LLR=+0.34) [CONTINUE]
 341 games  +77 =198 -66   +11 Elo +/- 24   3fold=188 (55%)   1820s      mean=0.516 LLR=+0.39 (game LLR=+0.39) [CONTINUE]
 342 games  +77 =199 -66   +11 Elo +/- 24   3fold=189 (55%)   1828s      mean=0.516 LLR=+0.50 (game LLR=+0.39) [CONTINUE]
 343 games  +78 =199 -66   +12 Elo +/- 24   3fold=189 (55%)   1829s      mean=0.517 LLR=+0.44 (game LLR=+0.44) [CONTINUE]
 344 games  +79 =199 -66   +13 Elo +/- 24   3fold=189 (55%)   1839s      mean=0.519 LLR=+0.50 (game LLR=+0.50) [CONTINUE]
 345 games  +80 =199 -66   +14 Elo +/- 24   3fold=189 (55%)   1844s      mean=0.520 LLR=+0.56 (game LLR=+0.55) [CONTINUE]
 346 games  +80 =200 -66   +14 Elo +/- 24   3fold=190 (55%)   1847s      mean=0.520 LLR=+0.56 (game LLR=+0.55) [CONTINUE]
 347 games  +80 =201 -66   +14 Elo +/- 24   3fold=191 (55%)   1851s      mean=0.520 LLR=+0.56 (game LLR=+0.55) [CONTINUE]
 348 games  +80 =202 -66   +14 Elo +/- 24   3fold=192 (55%)   1854s      mean=0.520 LLR=+0.56 (game LLR=+0.55) [CONTINUE]
 349 games  +80 =202 -67   +13 Elo +/- 24   3fold=192 (55%)   1858s      mean=0.519 LLR=+0.56 (game LLR=+0.49) [CONTINUE]
 350 games  +80 =203 -67   +13 Elo +/- 24   3fold=193 (55%)   1868s      mean=0.519 LLR=+0.56 (game LLR=+0.49) [CONTINUE]
 351 games  +81 =203 -67   +14 Elo +/- 24   3fold=193 (55%)   1874s      mean=0.520 LLR=+0.56 (game LLR=+0.55) [CONTINUE]
 352 games  +82 =203 -67   +15 Elo +/- 24   3fold=193 (55%)   1874s      mean=0.521 LLR=+0.62 (game LLR=+0.60) [CONTINUE]
 353 games  +82 =203 -68   +14 Elo +/- 24   3fold=193 (55%)   1877s      mean=0.520 LLR=+0.73 (game LLR=+0.54) [CONTINUE]
 354 games  +82 =204 -68   +14 Elo +/- 24   3fold=194 (55%)   1883s      mean=0.520 LLR=+0.66 (game LLR=+0.54) [CONTINUE]
 355 games  +82 =205 -68   +14 Elo +/- 24   3fold=195 (55%)   1885s      mean=0.520 LLR=+0.60 (game LLR=+0.54) [CONTINUE]
 356 games  +82 =206 -68   +14 Elo +/- 23   3fold=196 (55%)   1898s      mean=0.520 LLR=+0.60 (game LLR=+0.54) [CONTINUE]
 357 games  +83 =206 -68   +15 Elo +/- 23   3fold=196 (55%)   1903s      mean=0.521 LLR=+0.60 (game LLR=+0.60) [CONTINUE]
 358 games  +83 =206 -69   +14 Elo +/- 23   3fold=196 (55%)   1904s      mean=0.520 LLR=+0.60 (game LLR=+0.54) [CONTINUE]
 359 games  +83 =206 -70   +13 Elo +/- 23   3fold=196 (55%)   1913s      mean=0.518 LLR=+0.60 (game LLR=+0.48) [CONTINUE]
